"id","system","bodyName","id64","edsmID","bodyID","type","subType","offset","distanceToArrival","isMainStar","isScoopable","isLandable","age","luminosity","absoluteMagnitude","solarMasses","solarRadius","gravity","earthMasses","radius","surfaceTemperature","surfacePressure","volcanismType","atmosphereType","terraformingState","orbitalPeriod","semiMajorAxis","orbitalEccentricity","orbitalInclination","argOfPeriapsis","rotationalPeriod","rotationalPeriodTidallyLocked","axialTilt","solidComposition","atmosphere","material","missingSkipCount","created_at","updated_at"
1411,1616,SYNUEFUE IS-Q B52-1 3 B,1044837964468463100,18318671,29,Planet,Icy body,2,866.016663,,,1,,,,,,0.03472952946579683,0.000298,590.8036875,51,,Major Water Magma,No atmosphere,Not terraformable,3.6916004774305557,0.003106950104470972,0.000114,0.001488,208.270325,3.692786820023148,1,-0.101576,"{""Ice"":82.4109,""Rock"":15.979199999999999,""Metal"":1.6098999999999999}",,"{""Sulphur"":27.7214,""Carbon"":23.3108,""Phosphorus"":14.924,""Iron"":12.6547,""Nickel"":9.57149,""Selenium"":4.33863,""Zinc"":3.43908,""Zirconium"":1.46947,""Cadmium"":0.982695,""Molybdenum"":0.826345,""Antimony"":0.76146}",,2018-11-30 02:06:20,2018-11-30 15:19:09
1412,1617,SYRAI THEIA QP-W C15-0 2 A,1008806405014144130,19996043,28,Planet,Rocky body,2,2174.568604,,,1,,,,,,0.12458937666123834,0.003401,1053.773625,121,,Metallic Magma,No atmosphere,Not terraformable,0.878871166087963,0.0022804709612755203,0.002565,-0.085205,16.0805,-0.8788831018518518,,-2.365478,"{""Rock"":90.7761,""Metal"":9.2239,""Ice"":0}",,"{""Iron"":19.2062,""Sulphur"":18.5831,""Carbon"":15.6265,""Nickel"":14.5268,""Phosphorus"":10.0043,""Chromium"":8.63768,""Manganese"":7.93198,""Arsenic"":2.46635,""Cadmium"":1.49145,""Mercury"":0.838704,""Technetium"":0.686929}",,2018-11-30 02:06:20,2018-11-30 15:19:13
1413,1618,SYREADIAE JX-F C0 1,36028864899550464,3491780,1,Planet,High metal content world,1,662.061035,,,,,,,,,0.830712041731402,0.492505,4910.9395,221,1.0328551381692574,No volcanism,Nitrogen,Candidate for terraforming,593.3187037037037,1.3296065901290934,0.00227,-0.330232,183.549606,0.6884980378356482,,0.424112,"{""Rock"":67.2284,""Metal"":32.7716,""Ice"":0}",,,,2018-11-30 02:06:20,2018-11-30 15:19:17
1414,1619,SYRIVIA RI-B D13-11 C 1,1116893099998584580,19261469,31,Planet,High metal content world,2,206945.53125,,,1,,,,,,0.05834564848022139,0.000249,416.65821875,870,,Minor Metallic Magma,No atmosphere,Not terraformable,1.0631974283912038,0.01438935560999265,0.000009,0.051311,101.225128,1.0631975188078704,1,-0.020227,"{""Rock"":66.96600000000001,""Metal"":33.034,""Ice"":0}",,"{""Iron"":23.1383,""Nickel"":17.5008,""Sulphur"":16.369,""Carbon"":13.7646,""Chromium"":10.4061,""Phosphorus"":8.81233,""Zirconium"":2.68683,""Selenium"":2.56188,""Cadmium"":1.79679,""Niobium"":1.58138,""Yttrium"":1.38202}",,2018-11-30 02:06:20,2018-11-30 15:19:21
1415,1620,SYRIVIA WS-U D2-14 E 1,1369094782160215810,19218677,38,Planet,Metal-rich body,2,148822.921875,,,1,,,,,,0.07423182098803344,0.000145,281.88596875,1037,,Major Metallic Magma,No atmosphere,Not terraformable,0.8957026728935186,0.01234119383759384,0.000158,-0.01662,326.973877,0.8957027633101852,1,0.377512,"{""Metal"":100,""Ice"":0,""Rock"":0}",,"{""Iron"":36.364,""Nickel"":27.5042,""Chromium"":16.3541,""Vanadium"":8.92973,""Zirconium"":4.22261,""Cadmium"":2.82383,""Tin"":2.43322,""Antimony"":1.3683}",,2018-11-30 02:06:20,2018-11-30 15:19:25
1416,1621,SYROIFUE MO-Z B27-0 C 1,396317846453497600,23108179,11,Planet,High metal content world,2,129.021225,,,1,,,,,,0.09034593166140438,0.000916,642.2113125,601,,Major Silicate Vapour Geysers,No atmosphere,Not terraformable,0.7985563151041667,0.008509935028105984,0.00475,0.000769,161.601151,0.7985564055324075,1,-0.483348,"{""Rock"":67.0557,""Metal"":32.9443,""Ice"":0}",,"{""Iron"":21.0468,""Nickel"":15.9189,""Sulphur"":14.9129,""Carbon"":12.5402,""Chromium"":9.46546,""Manganese"":8.69213,""Phosphorus"":8.02843,""Zinc"":5.71974,""Molybdenum"":1.37435,""Tin"":1.36724,""Antimony"":0.933876}",,2018-11-30 02:06:20,2018-11-30 15:19:29
1417,1622,T TAURI A 1 A,720576122655295740,72298,20,Planet,Rocky body,3,1617.135254,,,1,,,,,,0.09023609215455519,0.001311,768.76875,324,,Metallic Magma,No atmosphere,Not terraformable,0.9076740632291667,0.0034727529581074445,0.001033,-0.248571,224.438446,-0.9076750578703704,,1.798102,"{""Rock"":90.5823,""Metal"":9.4177,""Ice"":0}",,"{""Iron"":19.0609,""Sulphur"":18.357,""Carbon"":15.4364,""Nickel"":14.4169,""Phosphorus"":9.88263,""Chromium"":8.57232,""Manganese"":7.87195,""Zirconium"":2.21336,""Cadmium"":1.48017,""Tellurium"":1.40569,""Niobium"":1.30271}",,2018-11-30 02:06:20,2018-11-30 15:19:33
1418,1622,T TAURI A 1 B,756604919674259710,72289,21,Planet,Rocky body,3,1618.886475,,,1,,,,,,0.0706454697638645,0.000639,606.5865625,306,,No volcanism,No atmosphere,Not terraformable,1.565335105613426,0.004994117285922038,0.001577,-0.211609,23.362642,1.5653365523726852,1,-0.398778,"{""Rock"":90.9834,""Metal"":9.0166,""Ice"":0}",,"{""Iron"":19.2366,""Sulphur"":18.6731,""Carbon"":15.7022,""Nickel"":14.5498,""Phosphorus"":10.0528,""Manganese"":7.94453,""Zinc"":5.2278,""Vanadium"":4.72385,""Tellurium"":1.4299,""Niobium"":1.31472,""Tin"":1.14471}",,2018-11-30 02:06:20,2018-11-30 15:19:33
1419,1622,T TAURI A 2 A,900720107750115580,42685,25,Planet,Rocky body,3,1600.672119,,,1,,,,,,0.05805627696745603,0.000357,500.1428125,249,,Minor Metallic Magma,No atmosphere,Not terraformable,1.1464029947916667,0.001616989218283038,0.006539,0.251651,26.242023,1.146405345775463,1,-0.430566,"{""Rock"":90.9834,""Metal"":9.0166,""Ice"":0}",,"{""Iron"":19.6534,""Sulphur"":19.0777,""Carbon"":16.0424,""Nickel"":14.865,""Phosphorus"":10.2706,""Chromium"":8.8388,""Germanium"":5.64041,""Zirconium"":2.28217,""Niobium"":1.34321,""Molybdenum"":1.28336,""Technetium"":0.702924}",,2018-11-30 02:06:20,2018-11-30 15:19:33
1420,1623,TAURUS DARK REGION BQ-Y C12 2 A,792636916603196030,5824359,22,Planet,Rocky body,2,1134.330811,,,1,,,,,,0.1183517608031847,0.002936,1004.558375,161,0.0008591257735011102,No volcanism,No atmosphere,Not terraformable,4.978223017939815,0.007546254145982307,0.000571,-0.021829,319.124847,4.978325737847222,1,-0.444445,"{""Rock"":91.01939999999999,""Metal"":8.980599999999999,""Ice"":0}",,"{""Iron"":18.627,""Sulphur"":18.1703,""Carbon"":15.2794,""Nickel"":14.0887,""Phosphorus"":9.78211,""Chromium"":8.37718,""Manganese"":7.69276,""Vanadium"":4.57414,""Niobium"":1.27306,""Yttrium"":1.11257,""Tungsten"":1.02281}",,2018-11-30 02:06:20,2018-11-30 15:19:37
1421,1624,TAURUS DARK REGION BV-Y C11 8 A,612492656764719740,5798963,17,Planet,Rocky body,2,526.143188,,,1,,,,,,0.08706473983131427,0.00119,745.653125,125,,Metallic Magma,No atmosphere,Not terraformable,1.133332881226852,0.002130565726026741,0.000523,0.463287,323.585022,1.0334558557638889,1,0.100157,"{""Rock"":91.1936,""Metal"":8.8064,""Ice"":0}",,"{""Iron"":19.2014,""Sulphur"":18.8854,""Carbon"":15.8806,""Nickel"":14.5231,""Phosphorus"":10.1671,""Manganese"":7.92997,""Germanium"":5.55828,""Vanadium"":4.71519,""Niobium"":1.31231,""Tin"":1.13996,""Technetium"":0.686755}",,2018-11-30 02:06:20,2018-11-30 15:19:41
1422,1625,TAURUS DARK REGION CL-Y D53 A 4,360289801699559740,508353,10,Planet,High metal content world,2,1550.81604,,,1,,,,,,0.3971375729772418,0.067321,2625.96725,123,,No volcanism,No atmosphere,Not terraformable,329.23092592592593,0.004623658109326285,0.04806,-2.118444,176.04483,0.7176535373263889,,-0.155455,"{""Rock"":67.4668,""Metal"":32.5332,""Ice"":0}",,"{""Iron"":20.9696,""Nickel"":15.8605,""Sulphur"":15.02,""Carbon"":12.6303,""Chromium"":9.43071,""Manganese"":8.66022,""Phosphorus"":8.08611,""Zinc"":5.69874,""Niobium"":1.43316,""Ruthenium"":1.295,""Mercury"":0.915706}",,2018-11-30 02:06:20,2018-11-30 15:19:45
1423,1626,TAURUS DARK REGION CQ-Y D31 3 C,828663407065417980,5803366,23,Planet,Rocky body,2,1611.035278,,,1,,,,,,0.17392789777056114,0.009072,1456.63725,182,,No volcanism,No atmosphere,Not terraformable,2.458284324363426,0.006313920883901992,0.000877,0.0374,68.678017,2.458325557002315,1,-0.323396,"{""Rock"":91.1662,""Metal"":8.8338,""Ice"":0}",,"{""Iron"":19.3862,""Sulphur"":18.9927,""Carbon"":15.9709,""Nickel"":14.6629,""Phosphorus"":10.2249,""Chromium"":8.71862,""Zinc"":5.26844,""Selenium"":2.97253,""Cadmium"":1.50543,""Tellurium"":1.45077,""Mercury"":0.846563}",,2018-11-30 02:06:20,2018-11-30 15:19:49
1424,1627,TAURUS DARK REGION CQ-Y D36 7 A,1801441098376136960,6013109,50,Planet,Rocky body,2,3656.015625,,,1,,,,,,0.09766576556281038,0.001666,833.0111875,191,,No volcanism,No atmosphere,Not terraformable,4.846842447916667,0.010797575717098759,0.000036,-0.051498,1.731012,4.846884765625,1,-0.066461,"{""Rock"":90.9714,""Metal"":9.0286,""Ice"":0}",,"{""Iron"":19.1558,""Sulphur"":18.6086,""Carbon"":15.6479,""Nickel"":14.4886,""Phosphorus"":10.0181,""Chromium"":8.61499,""Germanium"":5.49162,""Vanadium"":4.70399,""Molybdenum"":1.25086,""Ruthenium"":1.18299,""Mercury"":0.836502}",,2018-11-30 02:06:20,2018-11-30 15:19:53
1425,1628,TAURUS DARK REGION DB-X D1-26 6 E A,1693354363705100540,5839800,47,Planet,Rocky body,3,3677.85498,,,1,,,,,,0.07598188850677498,0.000864,680.12125,171,,Minor Metallic Magma,No atmosphere,Not terraformable,1.1638276728935186,0.00011416205270894942,,88.8106,9.359426,1.1742714662962963,1,0.44176,"{""Rock"":96.8749,""Metal"":3.1251,""Ice"":0}",,"{""Sulphur"":19.6887,""Iron"":17.4463,""Carbon"":16.5562,""Nickel"":13.1956,""Phosphorus"":10.5995,""Chromium"":7.84617,""Manganese"":7.20513,""Zinc"":4.74124,""Molybdenum"":1.13923,""Tungsten"":0.957976,""Technetium"":0.623983}",,2018-11-30 02:06:20,2018-11-30 15:19:57
1426,1629,TAURUS DARK REGION DL-Y D54 ABC 1 C,,5817809,,Planet,Rocky body,3,2435.396729,,,1,,,,,,0.051214337383314296,0.000246,442.034625,163,0.00016093341228719466,No volcanism,No atmosphere,Not terraformable,18.001281828703704,0.008022236107936795,0.002293,-0.030945,281.441956,18.001714409722222,1,-0.370917,,,"{""Iron"":19.4461,""Sulphur"":19.1603,""Carbon"":16.1118,""Nickel"":14.7082,""Phosphorus"":10.3151,""Manganese"":8.03103,""Germanium"":5.69579,""Arsenic"":2.54724,""Cadmium"":1.51008,""Molybdenum"":1.26982,""Antimony"":1.20451}",,2018-11-30 02:06:20,2018-11-30 15:20:01
1427,1631,TAURUS DARK REGION FW-W C1-3 1 A,252202487417574016,4264436,7,Planet,Rocky body,2,392.675354,,,1,,,,,,0.20293172125734446,0.013169,1624.74775,172,,No volcanism,No atmosphere,Not terraformable,3.7206579137731484,0.0004399326788011562,,-33.975132,5.043688,3.8137000868055555,1,0.274662,"{""Rock"":86.0663,""Metal"":13.933699999999998,""Ice"":0}",,"{""Iron"":20.6149,""Sulphur"":18.4326,""Nickel"":15.5922,""Carbon"":15.4999,""Phosphorus"":9.92333,""Zinc"":5.60235,""Germanium"":5.47973,""Vanadium"":5.06229,""Molybdenum"":1.34614,""Tin"":1.28767,""Antimony"":1.15882}",,2018-11-30 02:06:20,2018-11-30 15:20:05
1428,1633,TAURUS DARK REGION IR-W D1-47 A 3 A,432347189612611900,1454192,12,Planet,Rocky body,3,2558.650391,,,1,,,,,,0.045287683408876886,0.00017,390.7679375,126,,No volcanism,No atmosphere,Not terraformable,13.913427372685184,0.008676790878949322,0.000282,-0.056213,307.861267,13.692300347222222,1,-0.049027,"{""Rock"":91.0404,""Metal"":8.9596,""Ice"":0}",,"{""Iron"":18.9581,""Sulphur"":18.5419,""Carbon"":15.5918,""Nickel"":14.3391,""Phosphorus"":9.98212,""Chromium"":8.5261,""Germanium"":5.43523,""Zinc"":5.15211,""Tellurium"":1.40774,""Molybdenum"":1.23795,""Mercury"":0.82787}",,2018-11-30 02:06:20,2018-11-30 15:20:09
1429,1634,TAURUS DARK REGION JH-V C2-9 AB 1 A,,5811404,,Planet,Rocky body,3,3457.058594,,,1,,,,,,0.07100269822623546,0.000649,609.77475,82,,No volcanism,No atmosphere,Not terraformable,2.5782544849537037,0.0032612389315244445,0.000077,-0.121006,9.429708,2.5784483506944444,1,0.332975,,,"{""Iron"":19.1187,""Sulphur"":18.7427,""Carbon"":15.7607,""Nickel"":14.4606,""Phosphorus"":10.0903,""Chromium"":8.59833,""Zinc"":5.19576,""Vanadium"":4.6949,""Tin"":1.1462,""Yttrium"":1.14194,""Tungsten"":1.04981}",,2018-11-30 02:06:20,2018-11-30 15:20:13
1430,1636,TAURUS DARK REGION MY-R B4-1 1 B,,2346574,,Planet,Rocky body,2,331,,,1,,,,,,0.10089072552255592,0.001838,860.85825,174,,No volcanism,No atmosphere,Not terraformable,3.773674045138889,0.006770013792716369,0.000955,-0.006081,339.971649,3.7738324652777777,1,0.083278,,,"{""Iron"":18.9722,""Sulphur"":18.5939,""Carbon"":15.6355,""Nickel"":14.3498,""Phosphorus"":10.0101,""Chromium"":8.53242,""Germanium"":5.51665,""Vanadium"":4.65891,""Cadmium"":1.47328,""Tellurium"":1.42882,""Mercury"":0.828484}",,2018-11-30 02:06:20,2018-11-30 15:20:17
1431,1637,TAURUS DARK REGION OX-U C2-10 4 B,,5785799,,Planet,Rocky body,2,1601.291016,,,1,,,,,,0.05747424058706753,0.000346,494.86409375,133,,Metallic Magma,No atmosphere,Not terraformable,0.7290907570138888,0.00001290626324402624,0.005735,-1.1544,270.049194,0.9453840241666667,1,-0.357072,,,"{""Iron"":20.1164,""Sulphur"":19.5815,""Carbon"":16.466,""Nickel"":15.2152,""Phosphorus"":10.5418,""Manganese"":8.30785,""Selenium"":3.06468,""Zirconium"":2.33593,""Cadmium"":1.56213,""Tellurium"":1.49487,""Molybdenum"":1.31359}",,2018-11-30 02:06:20,2018-11-30 15:20:21
1432,1639,TAURUS DARK REGION QN-T B3-0 1 B,,4999682,,Planet,Rocky body,2,229.937592,,,1,,,,,,0.07144843015239555,0.000663,614.391125,170,0.00031392085862324203,No volcanism,No atmosphere,Not terraformable,7.96521484375,0.010779538241114819,0.002722,0.06002,328.156189,7.8277416087962965,1,0.462144,,,"{""Iron"":18.9934,""Sulphur"":18.6711,""Carbon"":15.7005,""Nickel"":14.3658,""Phosphorus"":10.0517,""Chromium"":8.54198,""Zinc"":5.1617,""Vanadium"":4.66412,""Cadmium"":1.47493,""Molybdenum"":1.24026,""Yttrium"":1.13445}",,2018-11-30 02:06:20,2018-11-30 15:20:25
1433,1640,TAURUS DARK REGION QO-Q B5-0 B 2 A,576461422183916800,5825993,16,Planet,Rocky body,3,3220.381592,,,1,,,,,,0.11074562793562304,0.002235,906.0663125,169,,No volcanism,No atmosphere,Not terraformable,2.615574725115741,0.00016988473085265645,,-80.558113,197.150986,2.712510669849537,1,-0.367739,"{""Rock"":85.8163,""Metal"":14.183699999999998,""Ice"":0}",,"{""Iron"":19.7695,""Sulphur"":17.4451,""Nickel"":14.9528,""Carbon"":14.6695,""Phosphorus"":9.39168,""Chromium"":8.89101,""Manganese"":8.16461,""Selenium"":2.73031,""Cadmium"":1.53519,""Niobium"":1.35114,""Antimony"":1.09909}",,2018-11-30 02:06:20,2018-11-30 15:20:29
1434,1643,TEGNAE HT-Z D13-1 1 D A,252201627744491520,11873973,7,Planet,Rocky body,3,1135.176514,,,1,,,,,,0.044438492415476975,0.000175,400.243125,289,,Major Silicate Vapour Geysers,No atmosphere,,0.4442820909259259,0.00002270427703353668,,-57.405983,92.802803,0.45979537399305553,1,-0.220089,"{""Rock"":96.9376,""Metal"":3.0624,""Ice"":0}",,"{""Sulphur"":20.0773,""Iron"":17.5964,""Carbon"":16.8829,""Nickel"":13.3092,""Phosphorus"":10.8087,""Chromium"":7.91369,""Manganese"":7.26714,""Zirconium"":2.04331,""Tellurium"":1.53225,""Cadmium"":1.36644,""Niobium"":1.20262}",,2018-11-30 02:06:20,2018-11-30 15:20:33
1435,1644,THAILAE II-Z D1-34 1 C A,216173961157790496,19613192,6,Planet,Rocky body,3,1816.990234,,,1,,,,,,0.05377177464279564,0.000309,483.48896875,185,,Major Metallic Magma,No atmosphere,Not terraformable,0.8384688765972222,0.000046329105271148755,,38.084717,239.709488,0.8598604781597222,1,0.040382,"{""Rock"":96.90339999999999,""Metal"":3.0966,""Ice"":0}",,"{""Sulphur"":20.3062,""Iron"":17.9019,""Carbon"":17.0754,""Nickel"":13.5403,""Phosphorus"":10.932,""Manganese"":7.39332,""Germanium"":5.95361,""Selenium"":3.17809,""Cadmium"":1.39017,""Niobium"":1.2235,""Ruthenium"":1.10556}",,2018-11-30 02:06:20,2018-11-30 15:20:37
1436,1647,TIRIS 1 C,720578596556507520,4882534,20,Planet,Metal-rich body,2,16.623549,,,1,,,,,,0.12835518921686245,0.000732,481.65196875,1047,,Major Metallic Magma,No atmosphere,Not terraformable,0.6612659595601852,0.000012246329051527068,0.040729,2.408517,76.177063,0.9328764286805556,1,-0.263448,"{""Metal"":100,""Ice"":0,""Rock"":0}",,"{""Iron"":42.7951,""Nickel"":32.3684,""Vanadium"":10.509,""Zirconium"":4.9694,""Cadmium"":3.32324,""Molybdenum"":2.7945,""Germanium"":2.0105,""Polonium"":1.2298}",,2018-11-30 02:06:20,2018-11-30 15:20:41
1437,1650,TRAPEZIUM SECTOR XO-Y B1-0 B 4 A,360288649464325060,561289,10,Planet,Rocky body,3,1003.912354,,,1,,,,,,0.06642798772054073,0.000493,549.455375,301,,Metallic Magma,No atmosphere,Not terraformable,0.9597026005555556,0.00010525730698117483,,-70.99575,118.855705,0.9639336480092593,1,-0.336665,"{""Rock"":85.9537,""Metal"":14.0463,""Ice"":0}",,"{""Iron"":19.8596,""Sulphur"":17.8165,""Nickel"":15.021,""Carbon"":14.9818,""Phosphorus"":9.5916,""Chromium"":8.93154,""Manganese"":8.20183,""Zirconium"":2.30611,""Tin"":1.2366,""Yttrium"":1.18619,""Mercury"":0.867238}",,2018-11-30 02:06:20,2018-11-30 15:20:45
1438,1651,TV MUSCAE AB 12 A,3062447791600028200,6125685,85,Planet,Rocky body,3,3181.458496,,,1,,,,,,0.13469788326899768,0.004298,1139.298,285,,Metallic Magma,No atmosphere,Not terraformable,0.8775696252893519,0.0038144324737370743,0.001492,-0.002892,190.694077,0.877578125,1,0.239989,"{""Rock"":91.119,""Metal"":8.881,""Ice"":0}",,"{""Iron"":18.9259,""Sulphur"":18.5832,""Carbon"":15.6266,""Nickel"":14.3148,""Phosphorus"":10.0044,""Chromium"":8.51162,""Manganese"":7.81622,""Arsenic"":2.44377,""Cadmium"":1.46968,""Ruthenium"":1.1688,""Tin"":1.13496}",,2018-11-30 02:06:20,2018-11-30 15:20:50
1439,1651,TV MUSCAE AB 3 B,576460797291514240,6124744,16,Planet,Rocky body,3,595.122437,,,1,,,,,,0.06556329028682562,0.000513,564.1736875,296,,Major Silicate Vapour Geysers,No atmosphere,Not terraformable,0.41423027886574076,0.000006476632123614845,0.026311,-1.060633,321.786652,0.6331709346064814,1,-0.075854,"{""Rock"":91.1107,""Metal"":8.8893,""Ice"":0}",,"{""Iron"":20.0987,""Sulphur"":19.7315,""Carbon"":16.5922,""Nickel"":15.2018,""Phosphorus"":10.6226,""Germanium"":5.80208,""Vanadium"":4.93555,""Selenium"":3.08815,""Niobium"":1.37364,""Molybdenum"":1.31244,""Ruthenium"":1.24123}",,2018-11-30 02:06:20,2018-11-30 15:20:49
1440,1651,TV MUSCAE AB 3 C,612489594310478210,6124733,17,Planet,Rocky body,3,595.111755,,,1,,,,,,0.05948940628475519,0.000384,512.425,296,,Major Silicate Vapour Geysers,No atmosphere,Not terraformable,0.41423027886574076,0.000008655754884350771,0.026311,-1.060633,141.786652,0.5477005570023148,1,-0.197504,"{""Rock"":91.1107,""Metal"":8.8893,""Ice"":0}",,"{""Iron"":19.5049,""Sulphur"":19.1486,""Carbon"":16.1019,""Nickel"":14.7527,""Phosphorus"":10.3087,""Manganese"":8.05533,""Germanium"":5.63066,""Arsenic"":2.51811,""Cadmium"":1.51464,""Molybdenum"":1.27366,""Antimony"":1.19074}",,2018-11-30 02:06:20,2018-11-30 15:20:49
1441,1651,TV MUSCAE AB 6 A,1261007940651829760,6124952,35,Planet,Rocky body,3,1254.685913,,,1,,,,,,0.1492811932502481,0.005808,1258.042375,244,,Minor Metallic Magma,No atmosphere,Not terraformable,1.3198045066550925,0.0033385371440316897,0.00043,0.028625,305.911499,1.2729351128472222,1,-0.286068,"{""Rock"":91.119,""Metal"":8.881,""Ice"":0}",,"{""Iron"":18.3561,""Sulphur"":18.0237,""Carbon"":15.156,""Nickel"":13.8837,""Phosphorus"":9.70316,""Chromium"":8.25533,""Manganese"":7.58086,""Zinc"":4.98849,""Cadmium"":1.42543,""Tellurium"":1.37268,""Niobium"":1.25454}",,2018-11-30 02:06:20,2018-11-30 15:20:49
1442,1651,TV MUSCAE AB 8 A,1585267113822505470,6125207,44,Planet,Rocky body,3,1673.499634,,,1,,,,,,0.05614647553010524,0.000324,484.50221875,207,,Major Silicate Vapour Geysers,No atmosphere,Not terraformable,0.4413897026967592,0.000004648437235410464,0.013909,9.656997,214.765488,0.7389357277199075,1,-0.271538,"{""Rock"":91.119,""Metal"":8.881,""Ice"":0}",,"{""Iron"":18.9407,""Sulphur"":18.5977,""Carbon"":15.6387,""Nickel"":14.3259,""Phosphorus"":10.0122,""Chromium"":8.51824,""Germanium"":5.46868,""Vanadium"":4.65117,""Tellurium"":1.4164,""Niobium"":1.29449,""Tin"":1.13584}",,2018-11-30 02:06:20,2018-11-30 15:20:49
1443,1651,TV MUSCAE AB 8 B,1621295910841469440,6125189,45,Planet,Rocky body,3,1680.71228,,,1,,,,,,0.04613267804833536,0.00018,398.39734375,207,,Major Silicate Vapour Geysers,No atmosphere,Not terraformable,0.4413897026967592,0.000008379512650376247,0.013909,9.656997,34.765484,0.5503650354513888,1,0.322079,"{""Rock"":91.119,""Metal"":8.881,""Ice"":0}",,"{""Iron"":19.4778,""Sulphur"":19.1251,""Carbon"":16.0822,""Nickel"":14.7322,""Phosphorus"":10.2961,""Manganese"":8.04413,""Zinc"":5.29334,""Selenium"":2.99324,""Tellurium"":1.45657,""Niobium"":1.3312,""Tin"":1.16805}",,2018-11-30 02:06:20,2018-11-30 15:20:49
1444,1651,TV MUSCAE AB 9 A,2594073430353496600,6125384,72,Planet,Rocky body,3,2290.870605,,,1,,,,,,0.10396788551147185,0.002008,886.3735,205,,Metallic Magma,No atmosphere,Not terraformable,0.8715971318055556,0.0024855538802799285,0.001533,-2.974102,36.123455,0.8716026475694445,1,0.403276,"{""Rock"":91.119,""Metal"":8.881,""Ice"":0}",,"{""Iron"":19.7227,""Sulphur"":19.3656,""Carbon"":16.2844,""Nickel"":14.9174,""Phosphorus"":10.4256,""Manganese"":8.14528,""Vanadium"":4.84321,""Zirconium"":2.29021,""Tellurium"":1.47488,""Niobium"":1.34794,""Tin"":1.18274}",,2018-11-30 02:06:20,2018-11-30 15:20:49
1445,1651,TV MUSCAE AB 9 B,2630102227372460500,6125361,73,Planet,Rocky body,3,2288.914307,,,1,,,,,,0.12603237648107427,0.003536,1068.315625,202,,Minor Metallic Magma,No atmosphere,Not terraformable,1.0902421513310185,0.0028855458836420456,0.003377,-0.015163,2.435837,1.0902490234375,1,-0.293893,"{""Rock"":91.119,""Metal"":8.881,""Ice"":0}",,"{""Iron"":19.4431,""Sulphur"":19.091,""Carbon"":16.0536,""Nickel"":14.7059,""Phosphorus"":10.2778,""Chromium"":8.74421,""Germanium"":5.61375,""Zirconium"":2.25775,""Cadmium"":1.50985,""Tellurium"":1.45397,""Mercury"":0.849048}",,2018-11-30 02:06:20,2018-11-30 15:20:50
1446,1652,TYROESLY VM-W D1-1 3 D A,684547191636761860,19090923,19,Planet,Rocky body,3,2621.02124,,,1,,,,,,0.05848311836831137,0.000397,525.4900625,160,,Major Silicate Vapour Geysers,No atmosphere,Not terraformable,0.6506523527893519,0.00004530313144356807,,67.199699,243.860977,0.6643112521759259,1,-0.495469,"{""Rock"":96.82039999999999,""Metal"":3.1795999999999998,""Ice"":0}",,"{""Sulphur"":21.5719,""Iron"":19.2786,""Carbon"":18.1398,""Nickel"":14.5815,""Phosphorus"":11.6134,""Vanadium"":4.73415,""Selenium"":3.37619,""Zirconium"":2.23864,""Tellurium"":1.65115,""Cadmium"":1.49707,""Niobium"":1.31759}",,2018-11-30 02:06:20,2018-11-30 15:20:53
1447,1657,V2 PUPPIS 3 A,1224979110622130690,12185910,34,Planet,Rocky body,4,4166.971191,,,1,,,,,,0.12751109568958952,0.003662,1080.860625,472,,Metallic Magma,No atmosphere,,0.9561461950231481,0.0035250781948462586,0.000518,1.543738,327.26535,0.9561492693865741,1,-0.44755,"{""Rock"":91.1513,""Metal"":8.8487,""Ice"":0}",,"{""Iron"":20.3491,""Sulphur"":20.0143,""Carbon"":16.8299,""Nickel"":15.3912,""Phosphorus"":10.7748,""Zinc"":5.53013,""Vanadium"":4.99703,""Zirconium"":2.36295,""Niobium"":1.39075,""Antimony"":1.24248,""Tungsten"":1.11737}",,2018-11-30 02:06:20,2018-11-30 15:20:57
1448,1657,V2 PUPPIS 3 B,1261007907641094660,12185927,35,Planet,Rocky body,4,4165.904785,,,1,,,,,,0.09106768836620244,0.001359,779.133875,459,,Minor Silicate Vapour Geysers,No atmosphere,,1.415671748414352,0.004579248493274176,0.005726,0.027537,337.606598,1.415675998263889,1,-0.389064,"{""Rock"":91.1513,""Metal"":8.8487,""Ice"":0}",,"{""Iron"":19.5664,""Sulphur"":19.2444,""Carbon"":16.1826,""Nickel"":14.7992,""Phosphorus"":10.3604,""Chromium"":8.79965,""Vanadium"":4.80482,""Arsenic"":2.52645,""Niobium"":1.33726,""Ruthenium"":1.20835,""Tin"":1.17057}",,2018-11-30 02:06:20,2018-11-30 15:20:57
1449,1658,V518 CARINAE 2 A,468374525778584770,10385376,13,Planet,Rocky body,2,2803.513428,,,1,,,,,,0.2128695124506622,0.01627,1763.281125,414,,Major Silicate Vapour Geysers,No atmosphere,,0.8572073025231481,0.00234525755185097,0.000059,0.006644,314.932495,0.857232078275463,1,0.378917,"{""Rock"":91.0814,""Metal"":8.9185,""Ice"":0}",,"{""Iron"":18.4026,""Sulphur"":18.0378,""Carbon"":15.1679,""Nickel"":13.919,""Phosphorus"":9.71076,""Chromium"":8.27626,""Manganese"":7.60009,""Germanium"":5.30447,""Niobium"":1.25772,""Molybdenum"":1.20168,""Antimony"":1.12176}",,2018-11-30 02:06:20,2018-11-30 15:21:01
