"id","`key`","value","`type`","environment","tag"
58,db_model_cmdrs,"{""cmdrName"":{""unique"":true,""type"":""string"",""required"":true},""cmdrkill"":{""model"":""cmdrkill"",""via"":""cmdr""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
59,db_model_excludefss,"{""fssName"":{""type"":""string""},""reason"":{""type"":""string""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
60,db_model_fmtypes,"{""type"":{""unique"":true,""type"":""string"",""required"":true},""journalName"":{""default"":"""",""type"":""string""},""journalID"":{""default"":"""",""type"":""integer""}}",object,,
61,db_model_grcodexcategories,"{""categoryName"":{""type"":""string""}}",object,,
62,db_model_grartifacts,"{""artifactName"":{""unique"":true,""type"":""string"",""required"":true}}",object,,
63,db_model_grcodexdata,"{""grCodexCategory"":{""model"":""grcodexcategory""},""grPrimaryArtifact"":{""model"":""grartifact""},""grSecondaryArtifact"":{""model"":""grartifact""},""codexNumber"":{""min"":1,""type"":""integer"",""required"":true},""text"":{""unique"":true,""type"":""text"",""required"":true},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
64,db_model_grobeliskgroups,"{""grType"":{""model"":""grtype""},""groupName"":{""type"":""string"",""required"":true},""amount"":{""min"":1,""type"":""integer"",""required"":true},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
65,db_model_grtypes,"{""type"":{""unique"":true,""type"":""string"",""required"":true},""journalName"":{""default"":"""",""type"":""string""}}",object,,
66,db_model_gscodexcategories,"{""categoryName"":{""unique"":true,""type"":""string"",""required"":true}}",object,,
67,db_model_gsobeliskgroups,"{""gsType"":{""model"":""gstype""},""groupName"":{""type"":""string"",""required"":true},""amount"":{""min"":1,""type"":""integer"",""required"":true},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
68,db_model_gsartifacts,"{""artifactName"":{""unique"":true,""type"":""string"",""required"":true}}",object,,
69,db_model_gstypes,"{""type"":{""unique"":true,""type"":""string"",""required"":true},""journalName"":{""unique"":true,""type"":""string"",""required"":true},""blueprint"":{""unique"":true,""type"":""string"",""required"":false}}",object,,
70,db_model_gvreports,"{""userType"":{""default"":""console"",""type"":""enumeration"",""required"":true,""enum"":[""console"",""pc""]},""reportType"":{""default"":""new"",""type"":""enumeration"",""required"":true,""enum"":[""new"",""update"",""error""]},""systemName"":{""type"":""string"",""required"":true},""systemAddress"":{""type"":""biginteger""},""regionID"":{""type"":""integer""},""coordX"":{""type"":""float""},""coordY"":{""type"":""float""},""coordZ"":{""type"":""float""},""bodyName"":{""type"":""string"",""required"":true},""latitude"":{""type"":""float"",""required"":true,""min"":-90,""max"":90},""longitude"":{""type"":""float"",""required"":true,""min"":-180,""max"":180},""type"":{""type"":""string""},""frontierID"":{""type"":""integer""},""cmdrName"":{""type"":""string"",""required"":true},""cmdrComment"":{""type"":""text""},""isBeta"":{""default"":false,""type"":""boolean""},""clientVersion"":{""required"":true,""type"":""string""},""reportStatus"":{""default"":""pending"",""type"":""enumeration"",""required"":true,""enum"":[""pending"",""updated"",""verified"",""accepted"",""declined"",""issue"",""duplicate""]},""reportComment"":{""type"":""text""},""voteCount"":{""type"":""integer""},""added"":{""default"":false,""type"":""boolean""},""site"":{""model"":""gvsite""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
71,db_model_gvtypes,"{""type"":{""unique"":true,""type"":""string"",""required"":true},""journalName"":{""default"":"""",""type"":""string""},""journalID"":{""default"":"""",""type"":""integer""}}",object,,
72,db_model_gyreports,"{""userType"":{""default"":""console"",""type"":""enumeration"",""required"":true,""enum"":[""console"",""pc""]},""reportType"":{""default"":""new"",""type"":""enumeration"",""required"":true,""enum"":[""new"",""update"",""error""]},""systemName"":{""type"":""string"",""required"":true},""systemAddress"":{""type"":""biginteger""},""regionID"":{""type"":""integer""},""coordX"":{""type"":""float""},""coordY"":{""type"":""float""},""coordZ"":{""type"":""float""},""bodyName"":{""type"":""string"",""required"":true},""latitude"":{""type"":""float"",""required"":true,""min"":-90,""max"":90},""longitude"":{""type"":""float"",""required"":true,""min"":-180,""max"":180},""type"":{""type"":""string""},""frontierID"":{""type"":""integer""},""cmdrName"":{""type"":""string"",""required"":true},""cmdrComment"":{""type"":""text""},""isBeta"":{""default"":false,""type"":""boolean""},""clientVersion"":{""required"":true,""type"":""string""},""reportStatus"":{""default"":""pending"",""type"":""enumeration"",""required"":true,""enum"":[""pending"",""updated"",""verified"",""accepted"",""declined"",""issue"",""duplicate""]},""reportComment"":{""type"":""text""},""voteCount"":{""type"":""integer""},""added"":{""default"":false,""type"":""boolean""},""site"":{""model"":""gysite""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
73,db_model_gytypes,"{""type"":{""unique"":true,""type"":""string"",""required"":true},""journalName"":{""default"":"""",""type"":""string""},""journalID"":{""default"":"""",""type"":""integer""}}",object,,
74,db_model_gbreports,"{""userType"":{""default"":""console"",""type"":""enumeration"",""required"":true,""enum"":[""console"",""pc""]},""reportType"":{""default"":""new"",""type"":""enumeration"",""required"":true,""enum"":[""new"",""update"",""error""]},""systemName"":{""type"":""string"",""required"":true},""systemAddress"":{""type"":""biginteger""},""regionID"":{""type"":""integer""},""coordX"":{""type"":""float""},""coordY"":{""type"":""float""},""coordZ"":{""type"":""float""},""bodyName"":{""default"":"""",""type"":""string""},""messageSystem"":{""default"":"""",""type"":""string"",""required"":true},""messageBody"":{""default"":"""",""type"":""string"",""required"":true},""messageLatitude"":{""default"":"""",""max"":90,""min"":-90,""type"":""float"",""required"":true},""messageLongitude"":{""default"":"""",""max"":180,""min"":-180,""type"":""float"",""required"":true},""cmdrName"":{""type"":""string"",""required"":true},""cmdrComment"":{""type"":""text""},""isBeta"":{""default"":false,""type"":""boolean""},""clientVersion"":{""required"":true,""type"":""string""},""screenshot"":{""collection"":""file"",""via"":""related"",""plugin"":""upload""},""reportStatus"":{""default"":""pending"",""type"":""enumeration"",""required"":true,""enum"":[""pending"",""updated"",""verified"",""accepted"",""declined"",""issue"",""duplicate""]},""reportComment"":{""default"":"""",""type"":""text""},""voteCount"":{""default"":"""",""min"":1,""type"":""integer""},""added"":{""default"":false,""type"":""boolean""},""site"":{""model"":""gbsite""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
75,db_model_genreports,"{""userType"":{""default"":""console"",""type"":""enumeration"",""required"":true,""enum"":[""console"",""pc""]},""reportType"":{""default"":""new"",""type"":""enumeration"",""required"":true,""enum"":[""new"",""update"",""error""]},""systemName"":{""type"":""string"",""required"":true},""systemAddress"":{""type"":""biginteger""},""regionID"":{""type"":""integer""},""coordX"":{""type"":""float""},""coordY"":{""type"":""float""},""coordZ"":{""type"":""float""},""orbitBody"":{""type"":""string""},""shipName"":{""type"":""string"",""required"":true},""directionSystem"":{""type"":""string""},""distance"":{""type"":""float""},""cmdrName"":{""type"":""string"",""required"":true},""cmdrComment"":{""type"":""text""},""isBeta"":{""default"":false,""type"":""boolean""},""clientVersion"":{""required"":true,""type"":""string""},""screenshot"":{""collection"":""file"",""via"":""related"",""plugin"":""upload""},""reportStatus"":{""default"":""pending"",""type"":""enumeration"",""required"":true,""enum"":[""pending"",""updated"",""verified"",""accepted"",""declined"",""issue"",""duplicate""]},""reportComment"":{""type"":""text""},""voteCount"":{""type"":""integer""},""added"":{""default"":false,""type"":""boolean""},""site"":{""model"":""gensite""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
76,db_model_genlogs,"{""gensite"":{""model"":""gensite"",""via"":""genlogs""},""logNumber"":{""default"":"""",""min"":1,""type"":""integer"",""required"":true},""logTitle"":{""default"":"""",""type"":""string"",""required"":true},""logBody"":{""default"":"""",""type"":""text""},""audio"":{""collection"":""file"",""via"":""related"",""plugin"":""upload"",""required"":false},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
77,db_model_killreports,"{""systemName"":{""type"":""string""},""edTimestamp"":{""type"":""date""},""cmdrName"":{""type"":""string""},""reward"":{""type"":""integer""},""rewardingFaction"":{""type"":""string""},""victimFaction"":{""type"":""string""},""rawEvent"":{""type"":""json""},""isBeta"":{""type"":""boolean""},""clientVersion"":{""required"":true,""type"":""string""},""reportAccepted"":{""type"":""boolean""}}",object,,
78,db_model_lcfssreports,"{""cmdrName"":{""type"":""string""},""systemName"":{""type"":""string""},""systemAddress"":{""type"":""biginteger""},""signalName"":{""type"":""string""},""signalNameLocalised"":{""type"":""string""},""isBeta"":{""type"":""boolean""},""clientVersion"":{""type"":""string""},""reportStatus"":{""default"":""pending"",""type"":""enumeration"",""required"":true,""enum"":[""pending"",""updated"",""verified"",""accepted"",""declined"",""issue"",""duplicate""]},""rawJson"":{""type"":""json""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
79,db_model_materialreports,"{""system"":{""type"":""string"",""required"":true},""coordX"":{""type"":""float"",""required"":true},""coordY"":{""type"":""float"",""required"":true},""coordZ"":{""type"":""float"",""required"":true},""body"":{""type"":""string""},""distanceFromMainStar"":{""type"":""integer""},""latitude"":{""type"":""float""},""longitude"":{""type"":""float""},""category"":{""type"":""string""},""journalName"":{""type"":""string"",""required"":true},""count"":{""type"":""integer""},""factionState"":{""type"":""string""},""factionAllegiance"":{""type"":""string""},""collectedFrom"":{""type"":""enumeration"",""required"":false,""enum"":[""missionReward"",""collected"",""scanned""]},""isBeta"":{""default"":false,""type"":""boolean""},""clientVersion"":{""type"":""string"",""required"":true},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
80,db_model_lsreports,"{""userType"":{""default"":""console"",""type"":""enumeration"",""required"":true,""enum"":[""console"",""pc""]},""reportType"":{""default"":""new"",""type"":""enumeration"",""required"":true,""enum"":[""new"",""update"",""error""]},""systemName"":{""type"":""string"",""required"":true},""systemAddress"":{""type"":""biginteger""},""regionID"":{""type"":""integer""},""coordX"":{""type"":""float""},""coordY"":{""type"":""float""},""coordZ"":{""type"":""float""},""bodyName"":{""type"":""string"",""required"":true},""latitude"":{""type"":""float"",""required"":true,""min"":-90,""max"":90},""longitude"":{""type"":""float"",""required"":true,""min"":-180,""max"":180},""type"":{""type"":""string""},""frontierID"":{""type"":""integer""},""cmdrName"":{""type"":""string"",""required"":true},""cmdrComment"":{""type"":""text""},""isBeta"":{""default"":false,""type"":""boolean""},""clientVersion"":{""required"":true,""type"":""string""},""reportStatus"":{""default"":""pending"",""type"":""enumeration"",""required"":true,""enum"":[""pending"",""updated"",""verified"",""accepted"",""declined"",""issue"",""duplicate""]},""reportComment"":{""type"":""text""},""voteCount"":{""type"":""integer""},""added"":{""default"":false,""type"":""boolean""},""site"":{""model"":""lssite""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
81,db_model_lstypes,"{""type"":{""unique"":true,""type"":""string"",""required"":true},""journalName"":{""default"":"""",""type"":""string""},""journalID"":{""default"":"""",""type"":""integer""}}",object,,
82,db_model_nhssreports,"{""systemName"":{""type"":""string""},""threatLevel"":{""min"":1,""max"":10,""type"":""integer""},""cmdrName"":{""type"":""string""},""cmdrComment"":{""type"":""text""},""isBeta"":{""default"":false,""type"":""boolean""},""clientVersion"":{""required"":true,""type"":""string""},""reportStatus"":{""default"":""pending"",""type"":""enumeration"",""required"":true,""enum"":[""pending"",""updated"",""verified"",""accepted"",""declined"",""issue"",""duplicate""]},""reportComment"":{""type"":""text""},""added"":{""default"":false,""type"":""boolean""},""site"":{""model"":""nhsssite""},""nhssRawJson"":{""type"":""json""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
83,db_model_pointofinterests,"{""system"":{""model"":""system""},""body"":{""model"":""body""},""ring"":{""model"":""ring""},""poiDescription"":{""default"":"""",""type"":""string""},""type"":{""default"":"""",""type"":""string""},""active"":{""default"":false,""type"":""boolean""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
84,db_model_regions,"{""name"":{""type"":""string"",""required"":true,""unique"":true},""journalName"":{""type"":""string"",""unique"":true},""regionID"":{""type"":""integer"",""unique"":true}}",object,,
85,db_model_gensites,"{""system"":{""model"":""system"",""via"":""gensites""},""body"":{""model"":""body"",""via"":""gensites""},""siteID"":{""unique"":true,""min"":1,""type"":""integer"",""required"":true},""shipName"":{""unique"":true,""type"":""string"",""required"":true},""directionSystem"":{""model"":""system""},""distance"":{""type"":""float""},""genlogs"":{""collection"":""genlog"",""via"":""gensite"",""isVirtual"":true},""discoveredBy"":{""model"":""cmdr""},""created_at"":{""type"":""timestamp""},""updated_at"":{""type"":""timestampUpdate""}}",object,,
