id,systemName,region
2118,HR 6164,18
2119,HR 7453,18
2120,HR 956,18
2121,HUEMOAE NS-R D5-1043,4
2122,HYADES SECTOR AQ-Y D81,18
2123,HYADES SECTOR AQ-Y D93,
2124,HYADES SECTOR BB-W B2-0,
2125,HYADES SECTOR BG-X C1-12,
2126,HYADES SECTOR BQ-Y D79,18
2127,HYADES SECTOR CQ-Y D70,18
2128,HYADES SECTOR CR-V C2-2,18
2129,HYADES SECTOR DB-X C1-19,18
2130,HYADES SECTOR DB-X C1-8,18
2131,HYADES SECTOR GB-X C1-22,18
2132,HYADES SECTOR JM-W D1-50,
2133,HYADES SECTOR KR-N B6-3,18
2134,HYADES SECTOR MW-W B1-0,18
2135,HYADES SECTOR OR-V B2-1,
2136,HYADES SECTOR PC-V B2-3,18
2137,HYADES SECTOR TC-V B2-3,18
2138,HYADES SECTOR XO-A C15,18
2139,HYADES SECTOR ZU-Y C16,
2140,HYADUM I,18
2141,HYDRAE SECTOR HR-W C1-10,18
2142,HYEL YEH,
2143,HYIECHA QB-X D1-43,
2144,HYIECHOU AI-J B36-0,22
2145,HYIECHOU GS-C B26-0,22
2146,HYIECHOU VZ-H B23-0,22
2147,HYPAA BYIO OG-X D1-0,21
2148,HYPAA GREE EM-D D12-3,11
2149,HYPAO AED ZJ-A D0,37
2150,HYPAO BRAI YR-I D10-7,15
2151,HYPHAUPS DW-E D11-3,39
2152,HYPHEEC JX-A D1-9,31
2153,HYPHEEH AK-M B51-0,33
2154,HYPHEERLD FV-W D2-53,
2155,HYPHEERLD GQ-W D2-2,
2156,HYPHEERLD UW-P C7-5,
2157,HYPHEESMS AH-S D5-11,31
2158,HYPHEESMS BH-S D5-10,31
2159,HYPI BRA EB-J B14-0,27
2160,HYPI CHRIA TE-X B19-0,27
2161,HYPI FRUIA XX-U D2-8,27
2162,HYPI PHLAI AT-U D2-0,31
2163,HYPI PHLAI CJ-K C8-1,31
2164,HYPIAE AESCS CP-P C19-0,31
2165,HYPIAE AESCS JC-C C13-0,31
2166,HYPIAE AESCS JI-A C14-0,
2167,HYPIAE AESCS LO-Z D13-0,
2168,HYPIAE AESCS OS-U E2-0,31
2169,HYPIAE AESCS ZW-S C17-0,31
2170,HYPIAE AOC YO-I D9-3614,2
2171,HYPIAE PHYLOI LR-C D22,3
2172,HYPIO BLOO JI-K D8-18,
2173,HYPIO BLOO NI-T D3-56,
2174,HYPIO EAEC FO-E C4,33
2175,HYPIO FLYAO FV-O D6-69,6
2176,HYPIO PHOEA ER-C B46-3,34
2177,HYPIO PRAO PT-G D11-96,6
2178,HYPIO PRAO TZ-E D12-219,
2179,HYPIO PRI CE-E D13-5642,1
2180,HYPIO PRI HX-B C16-498,1
2181,HYPIO PRI PU-N C23-2277,1
2182,HYPIO PRI RA-M C24-3014,1
2183,HYPIO PRI SA-U D4-4160,1
2184,HYPO AEB AD-N B48-0,31
2185,HYPO AEB ZF-F D11-1,31
2186,HYPO AICK TX-L D7-8,31
2187,HYPOAE AEWSY LL-P D5-0,31
2188,HYPOAE AEWSY UQ-G C10-1,31
2189,HYPOAE AEWSY YC-D C12-0,31
2190,HYPOAE AIM IA-Q C5-0,
2191,HYPOAE AIM KZ-R C4-0,33
2192,HYPOAE AIM OK-Q C5-0,33
2193,HYPOAE AIN BJ-I B51-1,
2194,HYPOAE AIN PP-W C15-2,33
2195,HYPOAE AIN PX-L D7-7,33
2196,HYPOAE AIN QX-N B34-2,33
2197,HYPOAE AIN UW-S C17-9,33
2198,HYPOAE AIN WH-R C18-0,33
2199,HYPOAE AIN XV-S B31-3,33
2200,HYPOAE AIN YW-Z B27-1,33
2201,HYPOAE AIN ZA-O D6-25,
2202,HYPOAE AOC JK-A D7168,2
2203,HYPOE BLUAE ST-R E4-8570,3
2204,HYPOE FLYAI GC-D D12-1,
2205,HYPOE FLYAI KZ-O C19-0,
2206,HYPOE FLYAI VL-L C21-0,
2207,HYPOE FLYI FC-J D10-6620,2
2208,HYPOE FLYI GC-J D10-1502,2
2209,HYPOE FLYI HW-W E1-7966,2
2210,HYPOE FLYI HX-T E3-295,2
2211,HYPOE PHOE GD-X B33-1,33
2212,HYPOE PLOE OU-F B27-35,
2213,HYPOE PLOE QU-O D6-293,
2214,HYPOE PLOE QU-O D6-483,
2215,HYPOE PLOE QU-O D6-486,
2216,HYPOE PLOE WD-R B24-38,6
2217,HYPOEA EAEC UN-V B49-0,34
2218,HYPOI FLYI JR-T D4-88,
2219,HYPOU BRIAE BA-A F1258,3
2220,HYPUA FLYOAE UA-U D4-2373,
2221,HYPUA FLYOAE YG-S D5-1586,
2222,HYPUA HYPOO OK-C D14-1,
2223,HYPUA HYPOO PU-V D3-9,
2224,HYPUA HYPOO QT-L B55-0,31
2225,HYPUAE AIM IC-O B48-3,33
2226,HYPUAE AIN AF-G B53-0,34
2227,HYPUAE AIN AY-M B7-1,34
2228,HYPUAE AIN DI-D C28-1,34
2229,HYPUAE AIN YA-Z B42-1,34
2230,HYPUAE AOSCS BX-N C6-2704,2
2231,HYPUAE BRIAE DF-Q D5-5640,3
2232,HYPUAE BRIAE EB-O E6-1920,3
2233,HYPUAE BRIAE EB-O E6-5348,3
2234,HYPUAE BRIAE FG-X D1-4435,3
2235,HYPUAE BRIAE JS-F C13-252,3
2236,HYPUAE BRIAE LR-M D7-4344,3
2237,HYPUAE BRIAE RE-B C16-42,3
2238,HYPUAE BRIAE YQ-Z C28-339,3
2239,HYPUAE SCRUA CV-G D10-306,2
2240,HYUQAU ON-J D9-1685,3
2241,HYUQAU QP-M D8-7068,7
2242,HYUQAU TD-S D4-1467,3
2243,HYUQAU WZ-F D11-1149,3
2244,HYUQEAE UB-J D10-745,3
2245,IC 1287 SECTOR IH-V C2-28,18
2246,IC 1287 SECTOR MN-T C3-11,18
2247,IC 1287 SECTOR RO-Q B5-1,18
2248,IC 1396 SECTOR PI-S D4-9,
2249,IC 1396 SECTOR RU-F D11-6,
2250,IC 1396 SECTOR RU-F D11-7,
2251,IC 1805 SECTOR BO-A B17-1,
2252,IC 1848 SECTOR DW-N D6-34,
2253,IC 2391 SECTOR AF-A C11,18
2254,IC 2391 SECTOR CA-A D43,
2255,IC 2391 SECTOR EG-W B2-3,18
2256,IC 2391 SECTOR FG-X B1-9,18
2257,IC 2391 SECTOR FL-X B1-7,
2258,IC 2391 SECTOR FW-W D1-170,
2259,IC 2391 SECTOR GW-V B2-4,
2260,IC 2391 SECTOR HG-X B1-7,18
2261,IC 2391 SECTOR HG-X B1-8,18
2262,IC 2391 SECTOR IM-V B2-2,18
2263,IC 2391 SECTOR MX-T B3-6,
2264,IC 2391 SECTOR YE-A D103,18
2265,IC 2391 SECTOR YZ-Y C10,18
2266,IC 2391 SECTOR ZE-A D101,18
2267,IC 2602 SECTOR AV-N B7-1,
2268,IC 2602 SECTOR EB-X D1-20,
2269,IC 2602 SECTOR HD-R B5-4,
2270,IC 2602 SECTOR UX-T B3-5,
2271,IC 2602 SECTOR XU-X B1-8,
2272,IC 2944 SECTOR QS-B D18,35
2273,ICZ GH-U B3-4,18
2274,ICZ IW-V B2-4,18
2275,IORANT BA-A E0,40
2276,IORANT CC-D C12-1,40
2277,IORANT FR-N D6-6,40
2278,IORANT JH-D C12-0,40
2279,IOWHAIH GY-B C16-0,16
2280,IOWHAIL TD-T E3-2692,
2281,IOWHAIL VY-S E3-5339,
2282,IOWHAIL WY-S E3-8276,
2283,IRIS SECTOR DL-Y D5,18
2284,IRIS SECTOR KC-V C2-2,18
2285,JANGU,18
2286,JELLYFISH SECTOR BA-A E10,34
2287,JELLYFISH SECTOR HR-W D1-19,34
2288,JELLYFISH SECTOR JH-V C2-1,
2289,JELLYFISH SECTOR KC-U B3-2,34
2290,JELLYFISH SECTOR PD-S B4-2,
2291,JONGOAE MA-A D1,37
2292,JONGOAE SX-L D7-0,37
2293,JOOROE DP-E C25-28,7
2294,JOOROE SC-P B49-2,7
2295,JUENAE BC-B D1-5010,1
2296,JUENAE BE-C C2-2475,
2297,JUENAE BE-C C2-276,
2298,JUENAE CE-C C2-4465,
2299,JUENAE CH-C D5090,1
2300,JUENAE CX-A D1-2520,
2301,JUENAE EP-A C3-503,1
2302,JUENAE FM-U D3-7728,1
2303,JUENAE GD-Z D1-72,
2304,JUENAE HF-A C3-8998,
2305,JUENAE HG-P A5-11,1
2306,JUENAE IY-Y D1-2671,
2307,JUENAE LD-A D1-4951,1
2308,JUENAE MB-X C4-4155,1
2309,JUENAE MJ-X D2-1,
2310,JUENAE ST-R E4-7957,1
2311,JUENAE SW-F C3086,1
2312,JUENAE WV-C D3665,1
2313,JUENAE XW-A B5-150,1
2314,JUENAE ZQ-C D5079,1
2315,JUIPEDUN,18
2316,KADAREN,18
2317,KAMBARCI,18
2318,KAPPA FORNACIS,18
2319,KAPPA-1 VOLANTIS,18
2320,KARAMO,18
2321,KARKA,18
2322,KARNARKI,18
2323,KHAIMA,18
2324,KHWAR,18
2325,KITAE,
2326,KOI 1337,18
2327,KUNGADUTJI,18
2328,KUWEMAKI,18
2329,KYLOAGH MF-R B49-3,8
2330,KYLOALKS DL-Y G17,9
2331,KYLOALKS JE-O B11-25,9
2332,KYLOALL BF-A F2322,
2333,KYLOALL WQ-C D13-4124,
2334,LAGOON SECTOR EM-V C2-10,18
2335,LAGOON SECTOR FB-X C1-35,18
2336,LAGOON SECTOR FW-W D1-136,18
2337,LAGOON SECTOR FW-W D1-63,18
2338,LAGOON SECTOR GW-W D1-131,18
2339,LAGOON SECTOR JH-V C2-34,18
2340,LAGOON SECTOR MX-T B3-5,18
2341,LAGOON SECTOR NI-S B4-10,18
2342,LAGOON SECTOR RO-R C4-22,18
2343,LAGOON SECTOR ZU-Y D61,18
2344,LAHUA,18
2345,LAKSAK,18
2346,LALANDE 2966,
2347,LASI RY-R E4-3131,
2348,LASOAE DV-P D5-5719,3
2349,LASOU CB-W E2-1275,3
2350,LBN 623 SECTOR FW-W D1-100,
2351,LEAMAE AM-B D14-600,9
2352,LEAMAE GS-K B54-49,9
2353,LEAMAE MT-I B55-31,9
2354,LEAMAE RG-F C27-65,9
2355,LEAMAE UK-D D13-693,9
2356,LEAMAE WF-D D13-250,9
2357,LEAMAE YC-D C28-24,9
2358,LEAMAE YP-O E6-1205,9
2359,LEAMAE YP-O E6-2753,9
2360,LEAMAE YP-O E6-3381,9
2361,LEAMAE YP-O E6-3382,9
2362,LEAMAE YQ-B D14-901,9
2363,LEAMIAE CQ-V D3-4666,2
2364,LEAMIAE DU-R D4-2364,2
2365,LEAMIAE FP-A D1657,2
2366,LEAMIAE GM-L D8-4773,2
2367,LEAMIAE LS-T E3-4714,2
2368,LEAMIAE PB-X D1-1980,2
2369,LEAMIAE UA-M D8-924,2
2370,LEAMUAE VT-Y D1-1513,2
2371,LEECH PR-W D1-1,41
2372,LFT 926,18
2373,LHS 1650,18
2374,LHS 1914,18
2375,LHS 3739,18
2376,LHS 417,18
2377,LIABEZE,18
2378,LP 501-31,18
2379,LTT 11383,18
2380,LTT 4461,18
2381,LTT 4586,18
2382,LTT 6830,18
2383,LTT 9455,18
2384,LTT 9552,18
2385,LUCHTAINE,9
2386,LUYTEN'S STAR,18
2387,LYAISAE VF-R C4-2419,3
2388,LYAISOO OD-T E3-3353,
2389,LYAISOO SP-O E6-6511,
2390,LYAISUA AN-I C10-2274,3
2391,LYAISUA LC-K D9-5010,3
2392,LYAISUA SA-E C12-3283,3
2393,LYAISUA SJ-U C18-102,3
2394,LYAISUA SJ-Z E7708,3
2395,LYAISUA ZK-X E1-634,3
2396,LYAMBAE HF-Z D9,30
2397,LYCHOITL WB-A C2-218,5
2398,LYROODGIA KF-L D9-4,23
2399,LYSOOCH AU-Q B6-0,19
2400,LYSOOCH JV-P D5-9,19
2401,LYSOORB PT-Z D13-112,18
2402,LYSOORB UJ-R D4-104,18
2403,LYSOOSMS FI-X B42-3,18
2404,LYSOOSMS FX-J C22-66,18
2405,LYSOOSMS IM-U C16-25,18
2406,LYSOOSMS IR-N D6-185,18
2407,LYSOOSMS LY-H C23-48,18
2408,LYSOOSMS MN-S C17-38,18
2409,LYSOOSMS QY-Q C18-54,18
2410,LYSOOSMS SS-U D2-223,18
2411,LYSOOSMS TC-E B53-12,18
2412,LYSOOSMS TS-F B52-5,18
2413,LYSOOSMS UT-W B16-8,18
2414,LYSOOSMS UZ-O C19-45,18
2415,LYSOOSMS XO-Z D13-331,
2416,LYSOOSMS YX-M B48-12,18
2417,M17 SECTOR ZP-X D1-43,18
2418,M21 SECTOR ZP-O C6-4,
2419,M36 SECTOR DL-Y D80,
2420,M47 SECTOR AQ-Y E6,18
2421,M47 SECTOR CL-Y E8,18
2422,M47 SECTOR GW-W D1-25,
2423,MAIA,18
2424,MALINA,18
2425,MAMMON,18
2426,MAORSI,18
2427,MASSZONY,18
2428,MEBSUTA,18
2429,MEL 22 SECTOR AX-A B14-1,
2430,MEL 22 SECTOR BV-P C5-2,
2431,MEL 22 SECTOR CB-O C6-4,
2432,MEL 22 SECTOR DB-X D1-46,
2433,MEL 22 SECTOR DG-O C6-0,
2434,MEL 22 SECTOR FH-U C3-9,
2435,MEL 22 SECTOR FM-V D2-38,18
2436,MEL 22 SECTOR FM-V D2-67,18
2437,MEL 22 SECTOR FW-W D1-17,18
2438,MEL 22 SECTOR HH-V D2-18,18
2439,MEL 22 SECTOR HH-V D2-37,
2440,MEL 22 SECTOR HH-V D2-53,
2441,MEL 22 SECTOR IO-G B11-1,
2442,MEL 22 SECTOR IS-S C4-6,18
2443,MEL 22 SECTOR JC-V D2-14,
2444,MEL 22 SECTOR JC-V D2-15,18
2445,MEL 22 SECTOR JC-V D2-19,
2446,MEL 22 SECTOR JC-V D2-31,
2447,MEL 22 SECTOR JC-V D2-41,
2448,MEL 22 SECTOR JX-T C3-9,
2449,MEL 22 SECTOR KC-V D2-28,
2450,MEL 22 SECTOR LN-T D3-60,18
2451,MEL 22 SECTOR LN-T D3-64,18
2452,MEL 22 SECTOR MC-V D2-19,
2453,MEL 22 SECTOR MX-U D2-14,
2454,MEL 22 SECTOR NT-Q C5-11,18
2455,MEL 22 SECTOR NX-U D2-27,
2456,MEL 22 SECTOR NX-U D2-31,18
2457,MEL 22 SECTOR NY-H B10-1,
2458,MEL 22 SECTOR OO-Q C5-10,18
2459,MEL 22 SECTOR OO-Q C5-6,18
2460,MEL 22 SECTOR OY-R C4-3,18
2461,MEL 22 SECTOR OY-R C4-5,
2462,MEL 22 SECTOR SK-E B12-1,
2463,MEL 22 SECTOR TT-R C4-2,
2464,MEL 22 SECTOR UE-G B11-0,
2465,MEL 22 SECTOR UT-R C4-4,
2466,MEL 22 SECTOR WK-O C6-1,
2467,MEL 22 SECTOR YU-F B11-1,
2468,MEL 22 SECTOR YU-P C5-1,18
2469,MEL 22 SECTOR ZM-H B11-3,18
2470,MEL 22 SECTOR ZU-P C5-1,
2471,MERETRIDA,9
2472,MEROPE,18
2473,MESSIER 78 SECTOR HB-X C1-1,34
2474,MESSIER 78 SECTOR JC-V C2-1,18
2475,MESSIER 78 SECTOR KR-W C1-9,34
2476,MINTAKA,18
2477,MIZAR,
2478,MIZUCHI,
2479,MOIJOE II-M C10-3,10
2480,MOIJOE ZA-U D4-20,10
2481,MOMOIRENT,18
2482,MONKEY HEAD SECTOR CQ-Y D34,
2483,MONKEY HEAD SECTOR SO-R C4-10,
2484,MU CASSIOPEIA,
2485,MULIPHEIN,18
2486,MULUNGU,18
2487,MURNAKO,18
2488,MUSCA DARK REGION AA-Z C46,
2489,MUSCA DARK REGION BQ-Y D86,
2490,MUSCA DARK REGION CQ-Y D86,18
2491,MUSCA DARK REGION KM-W D1-70,18
2492,MUSCA DARK REGION LN-T C3-4,
2493,MUSCA DARK REGION LY-Q B5-9,18
2494,MYEADAI TD-K D8-6,33
2495,MYEIA THAA FR-C C26-0,40
2496,MYEIA THAA VB-W C15-0,40
2497,MYLAIFA AA-A H786,5
2498,MYLAIFA AG-F D11-2742,5
2499,MYLAIFA CL-Y E287,5
2500,MYLAIFA DB-O D6-2342,5
2501,MYLAIFA EY-X C15-327,5
2502,MYLAIFA FM-D D12-1895,5
2503,MYLAIFA KS-B D13-1513,5
2504,MYLAIFA RT-I D9-690,5
2505,MYLAIFA ZA-V C16-42,5
2506,MYLAIFA ZQ-K C22-106,5
2507,MYLAIFAI PI-P C7-410,5
2508,MYNOARR WC-D B18-15,5
2509,MYNOAW RI-T E3-130,
2510,MYNOAW RY-R E4-196,
2511,MYOAGAAE ML-K C22-0,14
2512,MYOANGEIA KS-I D10-12,14
2513,MYOANGEIA SS-T C19-2,14
2514,MYOANGOI OW-N B39-0,14
2515,MYOANGOOE WR-I D10-16,13
2516,MYOANGUA UV-K D9-11,14
2517,MYOIDAU AB-F D11-2,31
2518,MYOIDAU ZP-P E5-0,31
2519,MYOIDEAU NX-U C2-0,31
2520,MYOIDEAU RL-W C15-0,
2521,MYOIDEE FE-P C19-0,
2522,MYRIELK AJ-X C28-3737,1
2523,MYRIELK DH-M D7-4388,1
2524,MYRIELK HC-D D12-4176,1
2525,MYRIELK WP-G C10-5846,1
2526,MYRIESLY CB-F D11-8603,1
2527,MYRIESLY CL-P E5-5749,1
2528,MYRIESLY DL-F D11-2858,1
2529,MYRIESLY DQ-G D10-1240,1
2530,MYRIESLY EC-B C27-1236,1
2531,MYRIESLY EQ-G D10-4061,1
2532,MYRIESLY FC-B C27-1928,1
2533,MYRIESLY GR-N E6-833,1
2534,MYRIESLY HN-I C23-3141,1
2535,MYRIESLY JB-F D11-719,1
2536,MYRIESLY OS-U F2-620,
2537,MYRIESLY RY-S E3-5414,1
2538,MYRIESLY SI-B D13-7552,1
2539,MYRIESLY TI-K D8-9210,1
2540,MYRIESLY UB-N C7-2578,1
2541,MYRIESLY UD-Z C27-7013,1
2542,MYRIESLY UO-H D10-3321,1
2543,MYRIESLY WJ-H D10-1928,1
2544,MYRIESLY WJ-H D10-8433,1
2545,MYRIESLY WS-S C17-6292,1
2546,MYRIESLY XO-I D9-6689,1
2547,NEFERTEM,
2548,NGALIA,
2549,NGC 1491 SECTOR HH-V C2-0,
2550,NGC 1981 SECTOR AV-Y D0,
2551,NGC 1999 SECTOR AQ-Y D12,18
2552,NGC 1999 SECTOR JH-V C2-0,
2553,NGC 1999 SECTOR MC-V C2-1,
2554,NGC 1999 SECTOR QY-R C4-2,18
2555,NGC 2244 SECTOR CQ-O D6-29,34
2556,NGC 2244 SECTOR EL-X D1-58,34
2557,NGC 2244 SECTOR KI-Y C15-3,34
2558,NGC 2244 SECTOR WM-R B6-2,34
2559,NGC 2451A SECTOR BL-X C1-12,
2560,NGC 2451A SECTOR DL-Y D61,
2561,NGC 2451A SECTOR DQ-Y D2,
2562,NGC 2451A SECTOR GW-W C1-12,
2563,NGC 2451A SECTOR IR-W D1-77,18
2564,NGC 2451A SECTOR JB-X B1-4,18
2565,NGC 2451A SECTOR JR-W C1-1,
2566,NGC 2451A SECTOR KS-T B3-0,18
2567,NGC 2451A SECTOR LX-U D2-25,
2568,NGC 2451A SECTOR MC-V C2-5,
2569,NGC 2451A SECTOR QT-R C4-18,
2570,NGC 2451A SECTOR RI-T C3-27,
2571,NGC 2451A SECTOR RT-R C4-19,
2572,NGC 2451A SECTOR TO-R C4-10,
2573,NGC 2451A SECTOR TO-R C4-3,
2574,NGC 2451A SECTOR TY-R B4-6,
2575,NGC 2451A SECTOR UO-R C4-4,
2576,NGC 2451A SECTOR VJ-R C4-22,
2577,NGC 2451A SECTOR WE-Q B5-6,
2578,NGC 2452 SECTOR KX-T B3-1,34
2579,NGC 2546 SECTOR FD-A B31-0,35
2580,NGC 2546 SECTOR NE-Y B31-1,35
2581,NGC 2546 SECTOR SY-I D9-12,
2582,NGC 2547 SECTOR XJ-A D42,
2583,NGC 281 SECTOR DQ-Y C1,
2584,NGC 3199 SECTOR BG-X C1-6,35
2585,NGC 3199 SECTOR BV-Y C2,
2586,NGC 3199 SECTOR DG-X C1-8,
2587,NGC 3199 SECTOR DL-Y D12,35
2588,NGC 3199 SECTOR HH-V C2-7,
2589,NGC 3199 SECTOR IM-V C2-5,
2590,NGC 3199 SECTOR MC-V C2-3,
2591,NGC 3199 SECTOR MC-V C2-8,
2592,NGC 4463 SECTOR CV-V C3-13,
2593,NGC 457 SECTOR EQ-X D1-0,
2594,NGC 5281 SECTOR PC-C B42-0,18
2595,NGC 6357 SECTOR DL-Y E22,18
2596,NGC 6383 SECTOR ZU-Y D5,18
2597,NGC 6530 SECTOR FL-Y D67,18
2598,NGC 6530 WFI 16706,18
2599,NGC 6705 SECTOR RN-H B11-0,
2600,NGC 6820 SECTOR BQ-Y D16,18
2601,NGC 6820 SECTOR FB-X C1-9,
2602,NGC 7822 SECTOR AQ-Y D10,33
2603,NGC 7822 SECTOR BG-X C1-0,33
2604,NGC 7822 SECTOR BQ-Y D3,33
2605,NGC 7822 SECTOR BQ-Y D5,33
2606,NGC 7822 SECTOR CL-Y D12,33
2607,NGC 7822 SECTOR CL-Y D14,33
2608,NGC 7822 SECTOR CL-Y D7,33
2609,NGC 7822 SECTOR CQ-Y D4,33
2610,NGC 7822 SECTOR DL-Y D7,33
2611,NGC 7822 SECTOR DL-Y D9,33
2612,NGC 7822 SECTOR EB-X C1-1,33
2613,NGC 7822 SECTOR EB-X C1-3,33
2614,NGC 7822 SECTOR EG-Y E2,33
2615,NGC 7822 SECTOR EG-Y E4,33
2616,NGC 7822 SECTOR FG-Y E2,33
2617,NGC 7822 SECTOR JC-V C2-7,33
2618,NGC 7822 SECTOR LC-V C2-1,33
2619,NGC 7822 SECTOR MS-T C3-0,33
2620,NIDGIAE EL-N D7-0,
2621,NIDGIAE FV-X D1-0,
2622,NIDGIAE MS-J D9-0,
2623,NIDGIAE PD-I D10-0,
2624,NIDGIAE WV-Q C7-0,18
2625,NJOERE,18
2626,NORTH AMERICA SECTOR GW-W D1-75,
2627,NORTH AMERICA SECTOR OS-T B3-1,
2628,NU TAURI,18
2629,NUEKAU DA-X D2-381,10
2630,NUEKAU HG-V D3-131,10
2631,NUEKOA GG-O C9-0,
2632,NUEKUAE AA-A H52,9
2633,NUEKUAE AB-V B46-4,9
2634,NUEKUAE ET-Z C1-27,9
2635,NUEKUAE GB-P B48-5,9
2636,NUEKUAE JQ-U B33-10,9
2637,NUEKUAE KW-K C22-21,9
2638,NUEKUAE OD-B E290,
2639,NUEKUAE ON-F C150,9
2640,NUEKUAE SZ-P E5-21,9
2641,NUEKUAE UP-G B53-7,9
2642,NUEKUAE XT-Q D5-72,9
2643,NUEKUIA FL-A C3-9,
2644,NUKAM,18
2645,NUWEOU WB-S D5-6,40
2646,NUWIA LY-F D12-7,40
2647,NUWO CN-J C25-0,40
2648,NUWO KB-O C9-0,40
2649,NYAUTHOU HU-G B2-2,24
2650,NYAUTHOU SZ-J C11-2,24
2651,NYEAJAAE AA-A H41,18
2652,NYEAJAAE CH-A B32-1,18
2653,NYEAJAAE CY-U B22-13,18
2654,NYEAJAAE DG-M D8-25,18
2655,NYEAJAAE DH-U E3-53,18
2656,NYEAJAAE DI-V C5-35,18
2657,NYEAJAAE HI-Q D6-191,18
2658,NYEAJAAE HR-C C29-18,18
2659,NYEAJAAE KY-P D6-126,18
2660,NYEAJAAE LC-G B16-4,18
2661,NYEAJAAE LT-K B27-9,18
2662,NYEAJAAE MO-G D11-10,18
2663,NYEAJAAE NN-S E4-44,18
2664,NYEAJAAE OU-E D12-66,18
2665,NYEAJAAE PJ-R B24-13,18
2666,NYEAJAAE QP-E D12-54,18
2667,NYEAJAAE QP-P B38-2,18
2668,NYEAJAAE VU-H B16-0,18
2669,NYEAJAAE WC-A B47-8,18
2670,NYEAJAAE XA-U D4-188,18
2671,NYEAJAAE XP-I C12-62,18
2672,NYEAJAAE ZQ-T D4-46,18
2673,NYEAJEAU AT-Z C1-0,18
2674,NYEAJEAU OF-D B4-3,18
2675,NYEAJEOU AM-B D14-52,
2676,NYEAJEOU GD-B B59-2,
2677,NYEAJEOU ZQ-B D14-16,
2678,NYEAJOA FG-W D2-25,18
2679,NYEAKIO EX-T B33-0,18
2680,NYUENA BA-A D4727,
2681,NYUENA JS-B D342,1
2682,NYUENA ZQ-C D61,1
2683,OBOTRIMA,18
2684,OEPHAIF GN-O C21-82,9
2685,OEPHAIF ND-I D10-608,9
2686,OEPHAIF RY-R E4-84,9
2687,OEPHAIF TE-G D11-298,9
2688,OEPHAIF VP-E D12-444,9
2689,OEPHAINTS FH-M D7-3179,5
2690,OEVASY SG-Y D0,40
2691,OGAICY DR-D D12-7634,
2692,OGAIMS EU-K B8-0,16
2693,OGAIRY HX-L D7-8400,2
2694,OGAIWS BH-J D10-849,2
2695,OGAIWS BL-X E1-7649,2
2696,OGAIWS NJ-F C12-588,2
2697,OGAIWS OC-C D1737,2
2698,OGAIWS ZJ-P D6-1089,
2699,OGLE-TR-111,35
2700,OGLE-TR-113,18
2701,OHO BAJO,
2702,OJV2009 J181841.70-134741.35,18
2703,OJV2009 J181841.72-134721.70,18
2704,OMEGA SECTOR AA-Q B5-10,18
2705,OMEGA SECTOR AF-A D153,18
2706,OMEGA SECTOR BA-A E37,18
2707,OMEGA SECTOR BQ-Y D58,18
2708,OMEGA SECTOR CQ-Y C44,18
2709,OMEGA SECTOR DL-Y D127,18
2710,OMEGA SECTOR DL-Y D131,18
2711,OMEGA SECTOR DL-Y D158,18
2712,OMEGA SECTOR DL-Y D183,18
2713,OMEGA SECTOR DL-Y D72,18
2714,OMEGA SECTOR DM-M B7-16,18
2715,OMEGA SECTOR DQ-Y C16,18
2716,OMEGA SECTOR EL-Y D118,18
2717,OMEGA SECTOR EL-Y D133,18
2718,OMEGA SECTOR EL-Y D159,18
2719,OMEGA SECTOR EL-Y D169,18
2720,OMEGA SECTOR EL-Y D215,18
2721,OMEGA SECTOR EL-Y D236,18
2722,OMEGA SECTOR EL-Y D241,18
2723,OMEGA SECTOR EL-Y D60,18
2724,OMEGA SECTOR EL-Y D62,18
2725,OMEGA SECTOR EL-Y D67,18
2726,OMEGA SECTOR EL-Y D82,18
2727,OMEGA SECTOR EL-Y D91,18
2728,OMEGA SECTOR FB-X C1-32,18
2729,OMEGA SECTOR GG-Y D153,18
2730,OMEGA SECTOR GM-M B7-0,18
2731,OMEGA SECTOR GW-W C1-10,18
2732,OMEGA SECTOR GW-W D1-117,18
2733,OMEGA SECTOR HR-W D1-16,18
2734,OMEGA SECTOR HR-W D1-194,18
2735,OMEGA SECTOR HR-W D1-197,18
2736,OMEGA SECTOR HR-W D1-6,18
2737,OMEGA SECTOR IH-V C2-24,18
2738,OMEGA SECTOR IR-W D1-208,18
2739,OMEGA SECTOR IR-W D1-215,18
2740,OMEGA SECTOR JH-V C2-6,18
2741,OMEGA SECTOR JI-J B9-2,18
2742,OMEGA SECTOR JM-V B2-3,18
2743,OMEGA SECTOR KC-V C2-15,18
2744,OMEGA SECTOR KC-V C2-67,18
2745,OMEGA SECTOR KR-V B2-7,18
2746,OMEGA SECTOR LC-V B2-14,18
2747,OMEGA SECTOR LC-V C2-26,18
2748,OMEGA SECTOR LC-V C2-52,18
2749,OMEGA SECTOR LC-V C2-65,18
2750,OMEGA SECTOR LC-V C2-75,18
2751,OMEGA SECTOR LH-V B2-4,18
2752,OMEGA SECTOR MI-S B4-3,18
2753,OMEGA SECTOR NX-U C2-39,18
2754,OMEGA SECTOR OI-T C3-16,18
2755,OMEGA SECTOR OS-T B3-14,18
2756,OMEGA SECTOR PD-S B4-14,18
2757,OMEGA SECTOR PD-S B4-7,18
2758,OMEGA SECTOR PY-R B4-1,18
2759,OMEGA SECTOR RD-T C3-31,18
2760,OMEGA SECTOR UJ-Q B5-4,18
