"id","systemName","edsmID","edsmID64","edsmCoordX","edsmCoordY","edsmCoordZ","edsmCoordLocked","missingSkipCount","created_at","updated_at"
1326,PRAI HYPOO SX-B D23,17405310,798805101699,-9272.625,-432.78125,7947.875,1,,2018-11-13 12:49:13,2018-11-13 12:58:08
1327,PRAI HYPOO SX-B D35,17759503,1211121962115,-9286.90625,-461.5,7949.1875,1,,2018-11-13 12:49:13,2018-11-13 12:58:08
1328,PRAI HYPOO SX-B D36,17759222,1245481700483,-9294,-457.71875,7933.65625,1,,2018-11-13 12:49:13,2018-11-13 12:58:08
1329,PRAI HYPOO SX-B D39,4834447,1348560915587,-9295.125,-444.25,7939.46875,1,,2018-11-13 12:49:13,2018-11-13 12:58:08
1330,PRAI HYPOO SX-B D46,19673720,1589079084163,-9289.0625,-493.4375,7944.0625,1,,2018-11-13 12:49:13,2018-11-13 12:58:08
1331,PRAI HYPOO VG-G B1-1,4002200,2744885326345,-9306.15625,-452.625,7917.03125,1,,2018-11-13 12:49:13,2018-11-13 12:58:08
1332,PRAI HYPOO VR-E B2-3,17436489,7142395032081,-9345.0625,-431.3125,7949.96875,1,,2018-11-13 12:49:13,2018-11-13 12:58:08
1333,PRAI HYPOO WD-A D1-41,21711001,1417280392331,-9326.09375,-425.46875,7995.59375,1,,2018-11-13 12:49:13,2018-11-13 12:58:08
1334,PRAI HYPOO WD-A D1-6,5694831,214689549451,-9302.25,-459.46875,7978.78125,1,,2018-11-13 12:49:13,2018-11-13 12:58:08
1335,PRAI HYPOO WH-D B3-4,17460442,9341686854169,-9327.40625,-399.90625,7959.09375,1,,2018-11-13 12:49:13,2018-11-13 12:58:08
1336,PRAI HYPOO YM-E B2-2,17449611,4943640146449,-9328.9375,-464.21875,7944.65625,1,,2018-11-13 12:49:13,2018-11-13 12:58:08
1337,PREAE AIHM HS-A D1-3,21727381,114144005515,2773.25,1082.9375,10557.03125,0,,2018-11-13 12:49:13,2018-11-13 12:58:08
1338,PREAE AIN WZ-X D1-5,29017508,181269564819,-4847.59375,636.09375,10666.96875,0,,2018-11-13 12:49:13,2018-11-13 12:58:08
1339,PREAE AIP PI-B E1,24076972,5752547012,5565.75,1209.5625,10542.0625,0,,2018-11-13 12:49:13,2018-11-13 12:58:08
1340,PREIA PHIO WA-M D8-24,24953796,835748531659,3000.15625,-453.625,11222.09375,0,,2018-11-13 12:49:13,2018-11-13 12:58:08
1341,PREOU AIL JG-N C20-45,23825146,12431346637746,-13112.25,-23.21875,11356.78125,0,,2018-11-13 12:49:13,2018-11-13 12:58:08
1342,PREOU THUA LK-G B27-0,28072751,936170562281,19757.0625,556.84375,-1762.09375,0,,2018-11-13 12:49:13,2018-11-13 12:58:08
1343,PRIA CHREA UL-P C5-2,25526669,658639960370,14895.125,-18.4375,49098.90625,0,,2018-11-13 12:49:13,2018-11-13 12:58:08
1344,PRO AEC ZU-N D7-7,24683501,251482246339,2269.375,828.1875,8558.96875,0,,2018-11-13 12:49:13,2018-11-13 12:58:08
1345,PRO AUWSY PS-S D4-9,25321344,320705010091,4694.09375,692.09375,41624.875,0,,2018-11-13 12:49:13,2018-11-13 12:58:08
1346,PRO AUWSY QY-E C13-0,25350632,91839116146,4752.0625,770.59375,41772.34375,0,,2018-11-13 12:49:13,2018-11-13 12:58:08
1347,PRO EUR RY-I C9-7,25801810,2014977299282,4164.9375,105.25,648.03125,0,,2018-11-13 12:49:13,2018-11-13 12:58:08
1348,PRO EURL DG-M D8-1,24704486,45357386187,2467.6875,917.125,978.25,1,,2018-11-13 12:49:13,2018-11-13 12:58:08
1349,PRO EURL HM-K D9-6,25705635,217156078035,2486.9375,891.875,1048.34375,0,,2018-11-13 12:49:13,2018-11-13 12:58:08
1350,PROOE DRYEIA GC-U D3-0,15772962,10510502307,121.84375,-2073.40625,608.21875,1,,2018-11-13 12:49:13,2018-11-13 12:58:08
1351,PROOE PHIO GP-W C3-5,19061718,1472938482466,8759.125,-538.34375,10645.21875,1,,2018-11-13 12:49:13,2018-11-13 12:58:12
1352,PRU EUQ KC-H B51-3,16557266,7263460796345,-342.1875,-6.0625,1333.15625,1,,2018-11-13 12:49:13,2018-11-13 12:58:12
1353,PRUA DRYOAE GH-C C29-3,25804604,911371736058,1720.59375,-236.71875,1472.375,0,,2018-11-13 12:49:13,2018-11-13 12:58:12
1354,PRUA PHOE GH-T D4-117,13043096,4029358722475,-5750.25,-424.28125,10900.75,1,,2018-11-13 12:49:13,2018-11-13 12:58:12
1355,PRUA PHOE QW-B C1-2,15426941,624414006026,-5473.5,-525.5,10519.71875,0,,2018-11-13 12:49:13,2018-11-13 12:58:12
1356,PRUA PHOE TS-B D252,3990653,8667973700995,-5541.84375,-548.03125,10516.9375,1,,2018-11-13 12:49:13,2018-11-13 12:58:12
1357,PRUA PHOE TS-B D56,4673357,1933464980867,-5524.09375,-584.15625,10519.9375,1,,2018-11-13 12:49:13,2018-11-13 12:58:12
1358,PRUA PHOE TS-B D91,42755,3136055823747,-5508,-576.25,10470.03125,1,,2018-11-13 12:49:13,2018-11-13 12:58:12
1359,PRUA PHOE US-B D12,3848473,421653269891,-5473.40625,-560.59375,10459.6875,1,,2018-11-13 12:49:13,2018-11-13 12:58:12
1360,PRUA PHOE US-B D86,15121599,2964273909123,-5476.6875,-518.8125,10526.65625,1,,2018-11-13 12:49:13,2018-11-13 12:58:12
1361,PRUA PHOE WN-B D61,8269428,2105280433539,-5456.6875,-591.59375,10492.125,1,,2018-11-13 12:49:13,2018-11-13 12:58:12
1362,PRUA PHOE XY-Z D114,3768365,3926329806219,-5517.78125,-566,10544.46875,1,,2018-11-13 12:49:13,2018-11-13 12:58:12
1363,PRUA PHOE XY-Z D42,8442349,1452428643723,-5525.5625,-559.09375,10547.71875,1,,2018-11-13 12:49:13,2018-11-13 12:58:12
1364,PUPPIS DARK REGION B SECTOR DL-Y D17,6553887,594878138691,1315.53125,3.71875,-368.0625,1,,2018-11-13 12:49:13,2018-11-13 12:58:12
1365,PUPPIS SECTOR TO-R B4-5,25589,11666876081585,58.125,8.0625,18.34375,1,,2018-11-13 12:49:13,2018-11-13 12:58:12
1366,PW CEPHEI,48306,631259828874,-1413.6875,368.125,-353.5625,1,,2018-11-13 12:49:13,2018-11-13 12:58:12
1367,PYRALEAU VS-Z B2-1,4122257,2834004848153,-2676.34375,-780.25,5413.8125,1,,2018-11-13 12:49:13,2018-11-13 12:58:12
1368,PYTHAICS CV-W D2-3231,25086374,111027798593819,4786,-405,19706.25,0,,2018-11-13 12:49:13,2018-11-13 12:58:12
1369,QI YOMISII,10931,22953915599624,-45.5,-38.1875,-91.15625,1,,2018-11-13 12:49:13,2018-11-13 12:58:12
1370,QIEDEA BM-K D9-27,27506163,937267480403,-4390.5625,-418.5,-5324.09375,0,,2018-11-13 12:49:13,2018-11-13 12:58:12
1371,QIEDEAU GL-H C25-4,25981311,1183833394906,279.5,-646.46875,-5091.375,0,,2018-11-13 12:49:13,2018-11-13 12:58:12
1372,QUIKIL,7661,671491302801,51.03125,-5.75,-53.4375,1,,2018-11-13 12:49:13,2018-11-13 12:58:12
1373,R CRA SECTOR EC-L B8-0,2057597,670685603433,-24.6875,-137.5625,486.96875,1,,2018-11-13 12:49:13,2018-11-13 12:58:12
1374,ROSETTE SECTOR EL-Y D15,12773544,526376716171,2361.03125,-189.34375,-4778.9375,1,,2018-11-13 12:49:13,2018-11-13 12:58:12
1375,ROSS 374,25611,79180040523,-88.28125,-152.34375,-296.875,1,,2018-11-13 12:49:13,2018-11-13 12:58:12
1376,ROSS 859,30263,670417692137,-31.8125,15.9375,162.125,1,,2018-11-13 12:49:13,2018-11-13 12:58:16
1377,ROTHAAE JX-Z C27-3,23106716,918819056370,6167.90625,-2423.625,30873.65625,0,,2018-11-13 12:49:13,2018-11-13 12:58:16
1378,ROTHEAU HB-F D11-1,23168955,46396888419,7385.1875,-2456,30618.84375,0,,2018-11-13 12:49:13,2018-11-13 12:58:16
1379,ROTHEAU OR-V D2-3,23249023,115099653403,7329.75,-2171,29973.1875,0,,2018-11-13 12:49:13,2018-11-13 12:58:16
1380,ROTHEAU WT-I D9-1,23188916,46380127571,7342,-2402.6875,30502.15625,0,,2018-11-13 12:49:13,2018-11-13 12:58:16
1381,RUEKO GN-B D13-63,28940079,2173597667059,-7416.0625,1391.3125,14170.53125,0,,2018-11-13 12:49:13,2018-11-13 12:58:16
1382,SADR REGION SECTOR FB-X C1-22,233833,6128213758746,-1784.75,57.5,372.78125,1,,2018-11-13 12:49:13,2018-11-13 12:58:16
1383,SAGAR,14642,4207088308962,54.5625,92.28125,80.78125,1,,2018-11-13 12:49:13,2018-11-13 12:58:16
1384,SCHEAU BLAO DW-N E6-195,25107217,838942534460,4316.71875,-1120.40625,33457.84375,0,,2018-11-13 12:49:13,2018-11-13 12:58:16
1385,SCHEAU BLAO KY-Z D13-1073,25105654,36879382386299,4300.65625,-1124.78125,33478.96875,0,,2018-11-13 12:49:13,2018-11-13 12:58:16
1386,SCHEAU BLAO KY-Z D13-504,13566595,17328691254907,4291.15625,-1099.8125,33441,1,,2018-11-13 12:49:13,2018-11-13 12:58:16
1387,SCHEAU BLAO KY-Z D13-506,25136543,17397410731643,4299.78125,-1091.6875,33431.59375,0,,2018-11-13 12:49:13,2018-11-13 12:58:16
1388,SCHEAU BLAO KY-Z D13-578,25108181,19871311894139,4326.8125,-1136.5,33457.03125,0,,2018-11-13 12:49:13,2018-11-13 12:58:16
1389,SCHEAU BYOE WJ-Y D1-1180,21968539,40553760593683,-5788.78125,-464.3125,34963.84375,0,,2018-11-13 12:49:13,2018-11-13 12:58:16
1390,SCHEAU BYOE XJ-P D6-1171,22288684,40244606818107,-5369.625,-565.5625,35337.9375,0,,2018-11-13 12:49:13,2018-11-13 12:58:16
1391,SCHEAU BYOE XJ-P D6-2474,22273059,85015345911611,-5380.78125,-531.15625,35370.53125,0,,2018-11-13 12:49:13,2018-11-13 12:58:16
1392,SCHEE BLI FG-Y G516,27004745,34650059470,3221.375,-1033.21875,33084.03125,0,,2018-11-13 12:49:13,2018-11-13 12:58:16
1393,SHANA BEI,855,7780299641546,-72.1875,-71.375,-59.0625,1,,2018-11-13 12:49:13,2018-11-13 12:58:16
1394,SHAPSUGS,10129,2518771779939,155.28125,-189.03125,-36.84375,1,,2018-11-13 12:49:13,2018-11-13 12:58:16
1395,SHROGAAE HA-A E2274,24950160,9768196376772,4933.03125,122.59375,20695.71875,1,,2018-11-13 12:49:13,2018-11-13 12:58:16
1396,SHROGAAE HA-A E5471,25511902,23499206822084,4940.4375,100.5,20705.5,0,,2018-11-13 12:49:13,2018-11-13 12:58:16
1397,SHROGAAE JK-A D2822,18394583,96974682493315,4889.96875,190.4375,20695.28125,0,,2018-11-13 12:49:13,2018-11-13 12:58:16
1398,SHROGAAE KK-A D983,23460141,33787140411779,4959.03125,149.96875,20725.90625,1,,2018-11-13 12:49:13,2018-11-13 12:58:16
1399,SHROGAAE NH-V E2-138,25135466,594146257116,4949.34375,468.34375,21324.90625,0,,2018-11-13 12:49:13,2018-11-13 12:58:16
1400,SHROGAAE PK-D C26-113,29444890,31152438125538,4414.53125,142.71875,21819.03125,0,,2018-11-13 12:49:13,2018-11-13 12:58:16
1401,SHROGAAE RN-T E3-2269,25135882,9746721564900,4964.59375,536.375,21344.03125,0,,2018-11-13 12:49:13,2018-11-13 12:58:19
1402,SKAUDAI AM-B D14-138,6687380,4750980320635,-5477.59375,-504.15625,10436.25,1,,2018-11-13 12:49:13,2018-11-13 12:58:19
1403,SKAUDAI CH-B D14-28,7123755,971409083771,-5471.71875,-582.0625,10437.46875,1,,2018-11-13 12:49:13,2018-11-13 12:58:19
1404,SKAUDAI DC-B D14-13,4082049,455996214651,-5515.28125,-588.1875,10445.8125,1,,2018-11-13 12:49:13,2018-11-13 12:58:19
1405,SKAUDAI JP-A C29-5,5406623,1448980552442,-5521.03125,-622.75,10417.78125,1,,2018-11-13 12:49:13,2018-11-13 12:58:19
1406,SKAUDAI LD-C B58-6,4000537,13791541016049,-5468.25,-507.46875,10424.34375,1,,2018-11-13 12:49:13,2018-11-13 12:58:19
1407,SKAUDAI QO-B B58-5,4232663,11592249128433,-5498.96875,-577.5,10418.75,1,,2018-11-13 12:49:13,2018-11-13 12:58:19
1408,SKAUDAI QT-B B58-1,7600613,2796693042673,-5449.34375,-547.59375,10429.21875,1,,2018-11-13 12:49:13,2018-11-13 12:58:19
1409,SKAUDAO TL-B D14-63,25005347,2175761550715,2903.4375,-453.625,10383.4375,0,,2018-11-13 12:49:13,2018-11-13 12:58:19
1410,SLEGAO CW-S B9-0,27282046,665316696145,-423.1875,-193.28125,-3416.25,0,,2018-11-13 12:49:13,2018-11-13 12:58:19
1411,SLEGAO DM-P C8-4,27198788,1182692937802,-423.53125,-176.5625,-3252.15625,0,,2018-11-13 12:49:13,2018-11-13 12:58:19
1412,SLEGE CE-B D3,27736602,111912257539,-7872.71875,-798,-3614.1875,0,,2018-11-13 12:49:13,2018-11-13 12:58:19
1413,SLEGE QO-Q D5-0,28011265,8665270323,-8691.9375,-803.25,-3079.6875,0,,2018-11-13 12:49:13,2018-11-13 12:58:19
1414,SLENGIE TJ-Z E1,24695158,5677041292,2667.09375,1048.65625,9457.125,0,,2018-11-13 12:49:13,2018-11-13 12:58:19
1415,SNOTRICOPA,11497,13865362400641,31.5,-12.6875,-90.46875,1,,2018-11-13 12:49:13,2018-11-13 12:58:19
1416,SOCHO,14206,5067926938993,-72.4375,-101.15625,-141.1875,1,,2018-11-13 12:49:13,2018-11-13 12:58:19
1417,SOONTILL,37319,1419276962163,249.65625,-45.34375,120,1,,2018-11-13 12:49:13,2018-11-13 12:58:19
1418,SOTHIS,29174,3137146456387,-352.78125,10.5,-346.34375,1,,2018-11-13 12:49:13,2018-11-13 12:58:19
1419,STEROPE II,25720,220349850788,-81.65625,-147.28125,-340.84375,1,,2018-11-13 12:49:13,2018-11-13 12:58:19
1420,STRANOA IR-N D6-238,24792401,8189001339067,4287,1297.6875,18732.5625,0,,2018-11-13 12:49:13,2018-11-13 12:58:19
1421,STRANOA QY-Z C13-9,24790137,2564935459194,4283.0625,1335.375,18765.09375,0,,2018-11-13 12:49:13,2018-11-13 12:58:19
1422,STRUVE'S LOST SECTOR AQ-Y D24,3056269,835094284603,-117.21875,-174.15625,-489.21875,1,,2018-11-13 12:49:13,2018-11-13 12:58:19
1423,STRUVE'S LOST SECTOR IM-M B7-0,1752043,671222211841,18.28125,-222.1875,-423.4375,1,,2018-11-13 12:49:13,2018-11-13 12:58:19
1424,STRUVE'S LOST SECTOR NN-T C3-1,3157283,358730306178,13.53125,-173.15625,-387.96875,1,,2018-11-13 12:49:13,2018-11-13 12:58:19
1425,STRUVE'S LOST SECTOR NN-T C3-6,3858370,1733119840898,8.15625,-178.40625,-410.09375,1,,2018-11-13 12:49:13,2018-11-13 12:58:19
1426,STRUVE'S LOST SECTOR OI-T C3-3,3183104,908418978434,-32.28125,-219.6875,-405.125,1,,2018-11-13 12:49:13,2018-11-13 12:58:23
1427,STRUVE'S LOST SECTOR QE-Q B5-0,5610960,669074793713,-126.46875,-191.21875,-447.46875,1,,2018-11-13 12:49:13,2018-11-13 12:58:23
1428,STUELUE FE-E D13-218,25408226,7498031419123,-13719.5,-85.71875,14156.46875,0,,2018-11-13 12:49:13,2018-11-13 12:58:23
1429,SWOILZ IX-F C11,15935994,3108650324738,690.90625,-52.5,218.8125,1,,2018-11-13 12:49:13,2018-11-13 12:58:23
1430,SWOILZ LH-Z B31-0,15386825,677932050193,516.46875,-540.78125,895.4375,1,,2018-11-13 12:49:13,2018-11-13 12:58:23
1431,SWOILZ OI-Z D1-25,20049322,869638588819,801.4375,-46.21875,419.6875,0,,2018-11-13 12:49:13,2018-11-13 12:58:23
1432,SWOILZ OI-Z D1-33,25298297,1144516495763,776.21875,-35.9375,411.03125,0,,2018-11-13 12:49:13,2018-11-13 12:58:23
1433,SWOILZ OI-Z D1-59,2409325,2037869693331,761.5625,-90,382.4375,0,,2018-11-13 12:49:13,2018-11-13 12:58:23
1434,SYNUEFAI BL-M D8-23,2452481,800734513483,-92.9375,-313.96875,-298.53125,1,,2018-11-13 12:49:13,2018-11-13 12:58:23
1435,SYNUEFAI HP-Y B34-5,2489542,11664459965737,-119.03125,-58.53125,-321.03125,1,,2018-11-13 12:49:13,2018-11-13 12:58:23
1436,SYNUEFAI LX-R D5-28,16393112,972499667251,-244.5625,-218.5,-574.96875,1,,2018-11-13 12:49:13,2018-11-13 12:58:23
1437,SYNUEFAI RK-Y C17-3,14437836,908217782938,-180.1875,-64.375,-300.6875,1,,2018-11-13 12:49:13,2018-11-13 12:58:23
1438,SYNUEFAI UA-Y C17-4,5653251,1183028515482,-205.625,-140.9375,-296.40625,1,,2018-11-13 12:49:13,2018-11-13 12:58:23
1439,SYNUEFAI UZ-M D8-63,3342548,2175107320139,-198.5625,-99.3125,-269.25,1,,2018-11-13 12:49:13,2018-11-13 12:58:23
1440,SYNUEFAI WV-X C17-12,860977,3382051738266,-212.71875,-177.75,-293.125,1,,2018-11-13 12:49:13,2018-11-13 12:58:23
1441,SYNUEFAI YQ-X C17-7,8534689,2007662170778,-209.15625,-190.78125,-295.0625,1,,2018-11-13 12:49:13,2018-11-13 12:58:23
1442,SYNUEFAI YQ-X C17-8,4107693,2282540077722,-192.875,-205.6875,-289.375,1,,2018-11-13 12:49:13,2018-11-13 12:58:23
1443,SYNUEFE AC-A B34-2,5090428,5069269181729,16.40625,-84.125,-342.8125,1,,2018-11-13 12:49:13,2018-11-13 12:58:23
1444,SYNUEFE AC-A B34-3,1548045,7268292437281,16.78125,-80.28125,-338.03125,1,,2018-11-13 12:49:13,2018-11-13 12:58:23
1445,SYNUEFE AH-J D10-103,19881409,3549698165083,777.53125,-158.28125,-117.4375,1,,2018-11-13 12:49:13,2018-11-13 12:58:23
1446,SYNUEFE AH-J D10-20,15761796,697839880539,759.21875,-148.3125,-145.75,1,,2018-11-13 12:49:13,2018-11-13 12:58:23
1447,SYNUEFE AH-J D10-46,22591876,1591193078107,741.3125,-164.8125,-138.78125,1,,2018-11-13 12:49:13,2018-11-13 12:58:23
1448,SYNUEFE AK-B B32-2,17444539,5078932071697,739.5,-323.28125,-378.84375,0,,2018-11-13 12:49:13,2018-11-13 12:58:23
1449,SYNUEFE AK-Y C17-5,10027571,1458980229786,433.4375,-27.375,-268.21875,1,,2018-11-13 12:49:13,2018-11-13 12:58:23
1450,SYNUEFE AU-Z C16-3,13678599,909224350354,438.1875,-122.4375,-308.75,1,,2018-11-13 12:49:13,2018-11-13 12:58:23
1451,SYNUEFE BE-R C21-35,24629351,9705921385146,782.6875,-96.15625,-135.03125,1,,2018-11-13 12:49:13,2018-11-13 12:58:27
1452,SYNUEFE BF-P D6-0,24314541,10728900923,1144.84375,-642.6875,-496.09375,1,,2018-11-13 12:49:13,2018-11-13 12:58:27
1453,SYNUEFE BH-J D10-68,7268926,2347124099419,831.375,-149.125,-175.96875,1,,2018-11-13 12:49:13,2018-11-13 12:58:27
1454,SYNUEFE BO-G B44-6,1791525,13874220508537,687.3125,-96.75,-112.125,1,,2018-11-13 12:49:13,2018-11-13 12:58:27
1455,SYNUEFE BR-H C12-0,21433217,85328663146,859.4375,-341.34375,-544.40625,0,,2018-11-13 12:49:13,2018-11-13 12:58:27
1456,SYNUEFE BZ-Q C21-11,8228325,3108717367994,727.21875,-119.90625,-128.15625,1,,2018-11-13 12:49:13,2018-11-13 12:58:27
1457,SYNUEFE CE-R C21-6,9767490,1734529192634,828.1875,-78,-105.1875,1,,2018-11-13 12:49:13,2018-11-13 12:58:27
1458,SYNUEFE CN-H D11-63,12141923,2175275075939,610.96875,-145.78125,-57.90625,1,,2018-11-13 12:49:13,2018-11-13 12:58:27
1459,SYNUEFE CQ-A B32-0,17718240,679274685713,615.03125,-402.03125,-384.46875,0,,2018-11-13 12:49:13,2018-11-13 12:58:27
1460,SYNUEFE CS-H D11-121,13798956,4168173472099,746.09375,-100.78125,-86.625,1,,2018-11-13 12:49:13,2018-11-13 12:58:27
1461,SYNUEFE CU-R C20-8,24252856,2283747938994,522.78125,-324.875,-147.75,0,,2018-11-13 12:49:13,2018-11-13 12:58:27
1462,SYNUEFE CW-V C18-6,6266578,1733186917026,19.6875,-223.625,-263.65625,1,,2018-11-13 12:49:13,2018-11-13 12:58:27
1463,SYNUEFE DD-Q D6-15,4505594,525890177339,73.25,-207.875,-455.125,1,,2018-11-13 12:49:13,2018-11-13 12:58:27
1464,SYNUEFE DJ-G B44-3,22996305,7277150676345,679.59375,-105.6875,-122.40625,1,,2018-11-13 12:49:13,2018-11-13 12:58:27
1465,SYNUEFE DK-D B46-12,24638788,27067823302025,636.3125,-53.65625,-68.8125,1,,2018-11-13 12:49:13,2018-11-13 12:58:27
1466,SYNUEFE DK-D B46-4,14378420,9475637257609,652.9375,-63.90625,-80.78125,1,,2018-11-13 12:49:13,2018-11-13 12:58:27
1467,SYNUEFE DK-P C22-35,11936757,9705787167426,711.46875,-102.6875,-89.53125,1,,2018-11-13 12:49:13,2018-11-13 12:58:27
1468,SYNUEFE DP-Z C16-19,15600715,5307337937554,457.96875,-156.3125,-340.1875,1,,2018-11-13 12:49:13,2018-11-13 12:58:27
1469,SYNUEFE DZ-Q C21-14,22817652,3933485306554,793.96875,-122.46875,-135.03125,1,,2018-11-13 12:49:13,2018-11-13 12:58:27
1470,SYNUEFE DZ-X B34-4,16090170,9472952706345,435.75,-117.625,-312.8125,1,,2018-11-13 12:49:13,2018-11-13 12:58:27
1471,SYNUEFE EA-U B50-3,29316774,7276882240945,673.78125,-106.625,25.75,1,,2018-11-13 12:49:13,2018-11-13 12:58:27
1472,SYNUEFE EC-K D9-18,16795114,629086767443,619.46875,-550.1875,-204.4375,1,,2018-11-13 12:49:13,2018-11-13 12:58:27
1473,SYNUEFE ED-I B43-8,10031678,18273609131377,791.1875,-120.625,-129.40625,1,,2018-11-13 12:49:13,2018-11-13 12:58:27
1474,SYNUEFE EF-Q D5-4,24403373,148151011635,1106.71875,-946.625,-560.875,0,,2018-11-13 12:49:13,2018-11-13 12:58:27
1475,SYNUEFE EN-H D11-106,10009881,3652777380195,785.15625,-167.0625,-75.46875,1,,2018-11-13 12:49:13,2018-11-13 12:58:27
1476,SYNUEFE EN-H D11-28,26622393,972717787491,771.78125,-145,-26.65625,1,,2018-11-13 12:49:13,2018-11-13 12:58:30
1477,SYNUEFE EN-H D11-29,12713140,1007077525859,745.6875,-115,-91.34375,1,,2018-11-13 12:49:13,2018-11-13 12:58:30
1478,SYNUEFE EN-H D11-5,11936969,182443805027,813.625,-121.28125,-90.25,1,,2018-11-13 12:49:13,2018-11-13 12:58:30
1479,SYNUEFE EN-H D11-96,9760904,3309179996515,757.125,-179.3125,-96.0625,1,,2018-11-13 12:49:13,2018-11-13 12:58:30
1480,SYNUEFE EU-Q C21-10,13769815,2833906537146,758.65625,-176.90625,-133.21875,1,,2018-11-13 12:49:13,2018-11-13 12:58:30
1481,SYNUEFE EU-Q C21-15,14963711,4208296071866,754.15625,-171.84375,-138.09375,1,,2018-11-13 12:49:13,2018-11-13 12:58:30
1482,SYNUEFE EZ-F B44-2,9832461,5077321983353,634.625,-148.46875,-112.1875,1,,2018-11-13 12:49:13,2018-11-13 12:58:30
1483,SYNUEFE FF-P C22-35,364080,9705787134658,700.03125,-129.5,-96.375,1,,2018-11-13 12:49:13,2018-11-13 12:58:30
1484,SYNUEFE FG-T C18-2,23454401,635486769826,1105.59375,-764.125,-260.25,1,,2018-11-13 12:49:13,2018-11-13 12:58:30
1485,SYNUEFE FK-P C22-2,9669165,634950456002,809.75,-104.96875,-104.5625,1,,2018-11-13 12:49:13,2018-11-13 12:58:30
1486,SYNUEFE FL-O B36-0,23536786,685984392505,1116.1875,-763,-281.375,1,,2018-11-13 12:49:13,2018-11-13 12:58:30
1487,SYNUEFE FM-T D4-32,3297045,1110139930923,705.21875,-307.96875,-607.84375,1,,2018-11-13 12:49:13,2018-11-13 12:58:30
1488,SYNUEFE FU-E B45-5,15975556,11675197252993,682.28125,-102.59375,-104.5625,1,,2018-11-13 12:49:13,2018-11-13 12:58:30
1489,SYNUEFE GI-Z B18-0,4656391,681422169249,794.65625,-395.3125,-661.03125,1,,2018-11-13 12:49:13,2018-11-13 12:58:30
1490,SYNUEFE GJ-G B44-9,12123546,20472095516025,747.84375,-109.28125,-121.65625,1,,2018-11-13 12:49:13,2018-11-13 12:58:30
1491,SYNUEFE GK-T B22-0,6863812,680348820673,708.46875,-267.25,-581.65625,1,,2018-11-13 12:49:13,2018-11-13 12:58:30
1492,SYNUEFE GQ-N C23-21,9440991,5857429361354,655.53125,-66.34375,-62.1875,1,,2018-11-13 12:49:13,2018-11-13 12:58:30
1493,SYNUEFE GT-H B43-1,7268858,2879909340529,749,-163.09375,-128.0625,1,,2018-11-13 12:49:13,2018-11-13 12:58:30
1494,SYNUEFE GV-T B50-4,29391071,9475905430961,663.46875,-127.5625,27.25,1,,2018-11-13 12:49:13,2018-11-13 12:58:30
1495,SYNUEFE HA-P C22-22,12035365,6132374311618,701.5,-168.125,-104.40625,1,,2018-11-13 12:49:13,2018-11-13 12:58:30
1496,SYNUEFE HE-G B44-5,9995540,11675733992825,726.6875,-128.9375,-112.71875,1,,2018-11-13 12:49:13,2018-11-13 12:58:30
1497,SYNUEFE HF-P C22-17,22128976,4758119027394,783.84375,-114.40625,-92.53125,1,,2018-11-13 12:49:13,2018-11-13 12:58:30
1498,SYNUEFE HL-N C23-4,10703794,1184437801674,649.9375,-114.78125,-57.0625,1,,2018-11-13 12:49:13,2018-11-13 12:58:30
1499,SYNUEFE HP-E B45-4,9635640,9476173931905,678.59375,-118.75,-94.78125,1,,2018-11-13 12:49:13,2018-11-13 12:58:30
1500,SYNUEFE HP-E B45-8,13991965,18272266954113,688.59375,-120.40625,-87.21875,1,,2018-11-13 12:49:13,2018-11-13 12:58:30
1501,SYNUEFE HT-F D12-29,26804203,1007060748651,665.78125,-131.96875,38.65625,1,,2018-11-13 12:49:13,2018-11-13 12:58:39
1502,SYNUEFE HZ-M D8-69,5698974,2381316081995,28.03125,-89.375,-338.6875,1,,2018-11-13 12:49:13,2018-11-13 12:58:39
1503,SYNUEFE IC-U C19-0,4049634,84053693098,97.84375,-220.6875,-221.9375,1,,2018-11-13 12:49:13,2018-11-13 12:58:39
1504,SYNUEFE IE-G B44-2,22827392,5078932661625,737.25,-130.28125,-111.34375,1,,2018-11-13 12:49:13,2018-11-13 12:58:39
1505,SYNUEFE IH-T D4-14,7641335,491681401131,740.625,-398.9375,-630.59375,1,,2018-11-13 12:49:13,2018-11-13 12:58:39
1506,SYNUEFE IJ-G B44-5,19652285,11676539364729,790.0625,-124.8125,-120.40625,1,,2018-11-13 12:49:13,2018-11-13 12:58:39
1507,SYNUEFE IL-N C23-15,485910,4208161886922,658.28125,-117.96875,-46.3125,1,,2018-11-13 12:49:13,2018-11-13 12:58:39
1508,SYNUEFE IL-N C23-19,9856385,5307673514698,667.40625,-120.5625,-58.8125,1,,2018-11-13 12:49:13,2018-11-13 12:58:39
1509,SYNUEFE IL-W C18-29,6401664,8056184181410,505.34375,-94.59375,-238.25,1,,2018-11-13 12:49:13,2018-11-13 12:58:39
1510,SYNUEFE IM-M B37-0,23630844,685179020609,1069.4375,-766.78125,-258.125,1,,2018-11-13 12:49:13,2018-11-13 12:58:39
1511,SYNUEFE IN-I D10-18,27367372,629120338267,770.53125,-493.03125,-170.09375,0,,2018-11-13 12:49:13,2018-11-13 12:58:39
1512,SYNUEFE IT-F D12-5,24626186,182443805035,739.46875,-140.53125,-13.375,1,,2018-11-13 12:49:13,2018-11-13 12:58:39
