"id","systemName","id64","edsmID","edsmCoordX","edsmCoordY","edsmCoordZ","edsmCoordLocked","missingSkipCount","created_at","updated_at"
1346,PRUA DRYOAE GH-C C29-3,911371736058,25804604,1720.59375,-236.71875,1472.375,0,,2018-12-03 01:58:13,2018-12-03 02:05:12
1347,PRUA PHOE GH-T D4-117,4029358722475,13043096,-5750.25,-424.28125,10900.75,1,,2018-12-03 01:58:13,2018-12-03 02:05:12
1348,PRUA PHOE QW-B C1-2,624414006026,15426941,-5473.5,-525.5,10519.71875,0,,2018-12-03 01:58:13,2018-12-03 02:05:12
1349,PRUA PHOE TS-B D252,8667973700995,3990653,-5541.84375,-548.03125,10516.9375,1,,2018-12-03 01:58:13,2018-12-03 02:05:12
1350,PRUA PHOE TS-B D56,1933464980867,4673357,-5524.09375,-584.15625,10519.9375,1,,2018-12-03 01:58:13,2018-12-03 02:05:12
1351,PRUA PHOE TS-B D91,3136055823747,42755,-5508,-576.25,10470.03125,1,,2018-12-03 01:58:13,2018-12-03 02:05:16
1352,PRUA PHOE US-B D12,421653269891,3848473,-5473.40625,-560.59375,10459.6875,1,,2018-12-03 01:58:13,2018-12-03 02:05:16
1353,PRUA PHOE US-B D86,2964273909123,15121599,-5476.6875,-518.8125,10526.65625,1,,2018-12-03 01:58:13,2018-12-03 02:05:16
1354,PRUA PHOE WN-B D61,2105280433539,8269428,-5456.6875,-591.59375,10492.125,1,,2018-12-03 01:58:13,2018-12-03 02:05:16
1355,PRUA PHOE XY-Z D114,3926329806219,3768365,-5517.78125,-566,10544.46875,1,,2018-12-03 01:58:13,2018-12-03 02:05:16
1356,PRUA PHOE XY-Z D42,1452428643723,8442349,-5525.5625,-559.09375,10547.71875,1,,2018-12-03 01:58:13,2018-12-03 02:05:16
1357,PUPPIS DARK REGION B SECTOR DL-Y D17,594878138691,6553887,1315.53125,3.71875,-368.0625,1,,2018-12-03 01:58:13,2018-12-03 02:05:16
1358,PUPPIS SECTOR TO-R B4-5,11666876081585,25589,58.125,8.0625,18.34375,1,,2018-12-03 01:58:13,2018-12-03 02:05:16
1359,PW CEPHEI,631259828874,48306,-1413.6875,368.125,-353.5625,1,,2018-12-03 01:58:13,2018-12-03 02:05:16
1360,PYRALEAU VS-Z B2-1,2834004848153,4122257,-2676.34375,-780.25,5413.8125,1,,2018-12-03 01:58:13,2018-12-03 02:05:16
1361,PYTHAICS CV-W D2-3231,111027798593819,25086374,4786,-405,19706.25,0,,2018-12-03 01:58:13,2018-12-03 02:05:16
1362,QI YOMISII,22953915599624,10931,-45.5,-38.1875,-91.15625,1,,2018-12-03 01:58:13,2018-12-03 02:05:16
1363,QIEDEA BM-K D9-27,937267480403,27506163,-4390.5625,-418.5,-5324.09375,0,,2018-12-03 01:58:13,2018-12-03 02:05:16
1364,QIEDEAU GL-H C25-4,1183833394906,25981311,279.5,-646.46875,-5091.375,0,,2018-12-03 01:58:13,2018-12-03 02:05:16
1365,QUIKIL,671491302801,7661,51.03125,-5.75,-53.4375,1,,2018-12-03 01:58:13,2018-12-03 02:05:16
1366,R CRA SECTOR EC-L B8-0,670685603433,2057597,-24.6875,-137.5625,486.96875,1,,2018-12-03 01:58:13,2018-12-03 02:05:16
1367,ROSETTE SECTOR EL-Y D15,526376716171,12773544,2361.03125,-189.34375,-4778.9375,1,,2018-12-03 01:58:13,2018-12-03 02:05:16
1368,ROSS 859,670417692137,30263,-31.8125,15.9375,162.125,1,,2018-12-03 01:58:13,2018-12-03 02:05:16
1369,ROTHAAE JX-Z C27-3,918819056370,23106716,6167.90625,-2423.625,30873.65625,0,,2018-12-03 01:58:13,2018-12-03 02:05:16
1370,ROTHEAU HB-F D11-1,46396888419,23168955,7385.1875,-2456,30618.84375,0,,2018-12-03 01:58:13,2018-12-03 02:05:16
1371,ROTHEAU OR-V D2-3,115099653403,23249023,7329.75,-2171,29973.1875,0,,2018-12-03 01:58:13,2018-12-03 02:05:16
1372,ROTHEAU WT-I D9-1,46380127571,23188916,7342,-2402.6875,30502.15625,0,,2018-12-03 01:58:13,2018-12-03 02:05:16
1373,RUEKO GN-B D13-63,2173597667059,28940079,-7416.0625,1391.3125,14170.53125,0,,2018-12-03 01:58:13,2018-12-03 02:05:16
1374,SADR REGION SECTOR FB-X C1-22,6128213758746,233833,-1784.75,57.5,372.78125,1,,2018-12-03 01:58:13,2018-12-03 02:05:16
1375,SCHEAU BLAO DW-N E6-195,838942534460,25107217,4316.71875,-1120.40625,33457.84375,0,,2018-12-03 01:58:13,2018-12-03 02:05:16
1376,SCHEAU BLAO KY-Z D13-1073,36879382386299,25105654,4300.65625,-1124.78125,33478.96875,0,,2018-12-03 01:58:13,2018-12-03 02:05:20
1377,SCHEAU BLAO KY-Z D13-504,17328691254907,13566595,4291.15625,-1099.8125,33441,1,,2018-12-03 01:58:13,2018-12-03 02:05:20
1378,SCHEAU BLAO KY-Z D13-506,17397410731643,25136543,4299.78125,-1091.6875,33431.59375,0,,2018-12-03 01:58:13,2018-12-03 02:05:20
1379,SCHEAU BLAO KY-Z D13-578,19871311894139,25108181,4326.8125,-1136.5,33457.03125,0,,2018-12-03 01:58:13,2018-12-03 02:05:20
1380,SCHEAU BYOE WJ-Y D1-1180,40553760593683,21968539,-5788.78125,-464.3125,34963.84375,0,,2018-12-03 01:58:13,2018-12-03 02:05:20
1381,SCHEAU BYOE XJ-P D6-1171,40244606818107,22288684,-5369.625,-565.5625,35337.9375,0,,2018-12-03 01:58:13,2018-12-03 02:05:20
1382,SCHEAU BYOE XJ-P D6-2474,85015345911611,22273059,-5380.78125,-531.15625,35370.53125,0,,2018-12-03 01:58:13,2018-12-03 02:05:20
1383,SCHEE BLI FG-Y G516,34650059470,27004745,3221.375,-1033.21875,33084.03125,0,,2018-12-03 01:58:13,2018-12-03 02:05:20
1384,SHANA BEI,7780299641546,855,-72.1875,-71.375,-59.0625,1,,2018-12-03 01:58:13,2018-12-03 02:05:20
1385,SHAPSUGS,2518771779939,10129,155.28125,-189.03125,-36.84375,1,,2018-12-03 01:58:13,2018-12-03 02:05:20
1386,SHROGAAE HA-A E2274,9768196376772,24950160,4933.03125,122.59375,20695.71875,1,,2018-12-03 01:58:13,2018-12-03 02:05:20
1387,SHROGAAE HA-A E5471,23499206822084,25511902,4940.4375,100.5,20705.5,0,,2018-12-03 01:58:13,2018-12-03 02:05:20
1388,SHROGAAE JK-A D2822,96974682493315,18394583,4889.96875,190.4375,20695.28125,0,,2018-12-03 01:58:13,2018-12-03 02:05:20
1389,SHROGAAE KK-A D983,33787140411779,23460141,4959.03125,149.96875,20725.90625,1,,2018-12-03 01:58:13,2018-12-03 02:05:20
1390,SHROGAAE NH-V E2-138,594146257116,25135466,4949.34375,468.34375,21324.90625,0,,2018-12-03 01:58:13,2018-12-03 02:05:20
1391,SHROGAAE PK-D C26-113,31152438125538,29444890,4414.53125,142.71875,21819.03125,0,,2018-12-03 01:58:13,2018-12-03 02:05:20
1392,SHROGAAE RN-T E3-2269,9746721564900,25135882,4964.59375,536.375,21344.03125,0,,2018-12-03 01:58:13,2018-12-03 02:05:20
1393,SIFJAR,2282875720410,12322,10.15625,-82.84375,42.21875,1,,2018-12-03 01:58:13,2018-12-03 02:05:20
1394,SKAUDAI AM-B D14-138,4750980320635,6687380,-5477.59375,-504.15625,10436.25,1,,2018-12-03 01:58:13,2018-12-03 02:05:20
1395,SKAUDAI CH-B D14-28,971409083771,7123755,-5471.71875,-582.0625,10437.46875,1,,2018-12-03 01:58:13,2018-12-03 02:05:20
1396,SKAUDAI DC-B D14-13,455996214651,4082049,-5515.28125,-588.1875,10445.8125,1,,2018-12-03 01:58:13,2018-12-03 02:05:20
1397,SKAUDAI JP-A C29-5,1448980552442,5406623,-5521.03125,-622.75,10417.78125,1,,2018-12-03 01:58:13,2018-12-03 02:05:20
1398,SKAUDAI LD-C B58-6,13791541016049,4000537,-5468.25,-507.46875,10424.34375,1,,2018-12-03 01:58:13,2018-12-03 02:05:20
1399,SKAUDAI QO-B B58-5,11592249128433,4232663,-5498.96875,-577.5,10418.75,1,,2018-12-03 01:58:13,2018-12-03 02:05:20
1400,SKAUDAI QT-B B58-1,2796693042673,7600613,-5449.34375,-547.59375,10429.21875,1,,2018-12-03 01:58:13,2018-12-03 02:05:20
1401,SKAUDAO TL-B D14-63,2175761550715,25005347,2903.4375,-453.625,10383.4375,0,,2018-12-03 01:58:13,2018-12-03 02:05:23
1402,SLEGAO CW-S B9-0,665316696145,27282046,-423.1875,-193.28125,-3416.25,0,,2018-12-03 01:58:13,2018-12-03 02:05:23
1403,SLEGAO DM-P C8-4,1182692937802,27198788,-423.53125,-176.5625,-3252.15625,0,,2018-12-03 01:58:13,2018-12-03 02:05:23
1404,SLEGE CE-B D3,111912257539,27736602,-7872.71875,-798,-3614.1875,0,,2018-12-03 01:58:13,2018-12-03 02:05:23
1405,SLEGE QO-Q D5-0,8665270323,28011265,-8691.9375,-803.25,-3079.6875,0,,2018-12-03 01:58:13,2018-12-03 02:05:23
1406,SLENGIE TJ-Z E1,5677041292,24695158,2667.09375,1048.65625,9457.125,0,,2018-12-03 01:58:13,2018-12-03 02:05:23
1407,SNOTRICOPA,13865362400641,11497,31.5,-12.6875,-90.46875,1,,2018-12-03 01:58:13,2018-12-03 02:05:23
1408,SOCHO,5067926938993,14206,-72.4375,-101.15625,-141.1875,1,,2018-12-03 01:58:13,2018-12-03 02:05:23
1409,SOONTILL,1419276962163,37319,249.65625,-45.34375,120,1,,2018-12-03 01:58:13,2018-12-03 02:05:23
1410,SOTHIS,3137146456387,29174,-352.78125,10.5,-346.34375,1,,2018-12-03 01:58:13,2018-12-03 02:05:23
1411,STEROPE II,220349850788,25720,-81.65625,-147.28125,-340.84375,1,,2018-12-03 01:58:13,2018-12-03 02:05:23
1412,STRANOA IR-N D6-238,8189001339067,24792401,4287,1297.6875,18732.5625,0,,2018-12-03 01:58:13,2018-12-03 02:05:23
1413,STRANOA QY-Z C13-9,2564935459194,24790137,4283.0625,1335.375,18765.09375,0,,2018-12-03 01:58:13,2018-12-03 02:05:23
1414,STRUVE'S LOST SECTOR AQ-Y D24,835094284603,3056269,-117.21875,-174.15625,-489.21875,1,,2018-12-03 01:58:13,2018-12-03 02:05:23
1415,STRUVE'S LOST SECTOR IM-M B7-0,671222211841,1752043,18.28125,-222.1875,-423.4375,1,,2018-12-03 01:58:13,2018-12-03 02:05:23
1416,STRUVE'S LOST SECTOR NN-T C3-1,358730306178,3157283,13.53125,-173.15625,-387.96875,1,,2018-12-03 01:58:13,2018-12-03 02:05:23
1417,STRUVE'S LOST SECTOR NN-T C3-6,1733119840898,3858370,8.15625,-178.40625,-410.09375,1,,2018-12-03 01:58:13,2018-12-03 02:05:23
1418,STRUVE'S LOST SECTOR OI-T C3-3,908418978434,3183104,-32.28125,-219.6875,-405.125,1,,2018-12-03 01:58:13,2018-12-03 02:05:23
1419,STRUVE'S LOST SECTOR QE-Q B5-0,669074793713,5610960,-126.46875,-191.21875,-447.46875,1,,2018-12-03 01:58:13,2018-12-03 02:05:23
1420,STUELUE FE-E D13-218,7498031419123,25408226,-13719.5,-85.71875,14156.46875,0,,2018-12-03 01:58:13,2018-12-03 02:05:23
1421,SVEINBARN,1006909786483,18240,-35.6875,21.375,89.21875,1,,2018-12-03 01:58:13,2018-12-03 02:05:23
1422,SWOILZ IX-F C11,3108650324738,15935994,690.90625,-52.5,218.8125,1,,2018-12-03 01:58:13,2018-12-03 02:05:23
1423,SWOILZ LH-Z B31-0,677932050193,15386825,516.46875,-540.78125,895.4375,1,,2018-12-03 01:58:13,2018-12-03 02:05:23
1424,SWOILZ OI-Z D1-25,869638588819,20049322,801.4375,-46.21875,419.6875,0,,2018-12-03 01:58:13,2018-12-03 02:05:23
1425,SWOILZ OI-Z D1-33,1144516495763,25298297,776.21875,-35.9375,411.03125,0,,2018-12-03 01:58:13,2018-12-03 02:05:23
1426,SWOILZ OI-Z D1-59,2037869693331,2409325,761.5625,-90,382.4375,0,,2018-12-03 01:58:13,2018-12-03 02:05:27
1427,SYNUEFAI BL-M D8-23,800734513483,2452481,-92.9375,-313.96875,-298.53125,1,,2018-12-03 01:58:13,2018-12-03 02:05:27
1428,SYNUEFAI HP-Y B34-5,11664459965737,2489542,-119.03125,-58.53125,-321.03125,1,,2018-12-03 01:58:13,2018-12-03 02:05:27
1429,SYNUEFAI LX-R D5-28,972499667251,16393112,-244.5625,-218.5,-574.96875,1,,2018-12-03 01:58:13,2018-12-03 02:05:27
1430,SYNUEFAI RK-Y C17-3,908217782938,14437836,-180.1875,-64.375,-300.6875,1,,2018-12-03 01:58:13,2018-12-03 02:05:27
1431,SYNUEFAI UA-Y C17-4,1183028515482,5653251,-205.625,-140.9375,-296.40625,1,,2018-12-03 01:58:13,2018-12-03 02:05:27
1432,SYNUEFAI UZ-M D8-63,2175107320139,3342548,-198.5625,-99.3125,-269.25,1,,2018-12-03 01:58:13,2018-12-03 02:05:27
1433,SYNUEFAI WV-X C17-12,3382051738266,860977,-212.71875,-177.75,-293.125,1,,2018-12-03 01:58:13,2018-12-03 02:05:27
1434,SYNUEFAI YQ-X C17-7,2007662170778,8534689,-209.15625,-190.78125,-295.0625,1,,2018-12-03 01:58:13,2018-12-03 02:05:27
1435,SYNUEFAI YQ-X C17-8,2282540077722,4107693,-192.875,-205.6875,-289.375,1,,2018-12-03 01:58:13,2018-12-03 02:05:27
1436,SYNUEFE AC-A B34-2,5069269181729,5090428,16.40625,-84.125,-342.8125,1,,2018-12-03 01:58:13,2018-12-03 02:05:27
1437,SYNUEFE AC-A B34-3,7268292437281,1548045,16.78125,-80.28125,-338.03125,1,,2018-12-03 01:58:13,2018-12-03 02:05:27
1438,SYNUEFE AH-J D10-103,3549698165083,19881409,777.53125,-158.28125,-117.4375,1,,2018-12-03 01:58:13,2018-12-03 02:05:27
1439,SYNUEFE AH-J D10-20,697839880539,15761796,759.21875,-148.3125,-145.75,1,,2018-12-03 01:58:13,2018-12-03 02:05:27
1440,SYNUEFE AH-J D10-46,1591193078107,22591876,741.3125,-164.8125,-138.78125,1,,2018-12-03 01:58:13,2018-12-03 02:05:27
1441,SYNUEFE AK-B B32-2,5078932071697,17444539,739.5,-323.28125,-378.84375,0,,2018-12-03 01:58:13,2018-12-03 02:05:27
1442,SYNUEFE AK-Y C17-5,1458980229786,10027571,433.4375,-27.375,-268.21875,1,,2018-12-03 01:58:13,2018-12-03 02:05:27
1443,SYNUEFE AU-Z C16-3,909224350354,13678599,438.1875,-122.4375,-308.75,1,,2018-12-03 01:58:13,2018-12-03 02:05:27
1444,SYNUEFE BE-R C21-35,9705921385146,24629351,782.6875,-96.15625,-135.03125,1,,2018-12-03 01:58:13,2018-12-03 02:05:27
1445,SYNUEFE BF-P D6-0,10728900923,24314541,1144.84375,-642.6875,-496.09375,1,,2018-12-03 01:58:13,2018-12-03 02:05:27
1446,SYNUEFE BH-J D10-68,2347124099419,7268926,831.375,-149.125,-175.96875,1,,2018-12-03 01:58:13,2018-12-03 02:05:27
1447,SYNUEFE BO-G B44-6,13874220508537,1791525,687.3125,-96.75,-112.125,1,,2018-12-03 01:58:13,2018-12-03 02:05:27
1448,SYNUEFE BR-H C12-0,85328663146,21433217,859.4375,-341.34375,-544.40625,0,,2018-12-03 01:58:13,2018-12-03 02:05:27
1449,SYNUEFE BZ-Q C21-11,3108717367994,8228325,727.21875,-119.90625,-128.15625,1,,2018-12-03 01:58:13,2018-12-03 02:05:27
1450,SYNUEFE CE-R C21-6,1734529192634,9767490,828.1875,-78,-105.1875,1,,2018-12-03 01:58:13,2018-12-03 02:05:27
1451,SYNUEFE CN-H D11-63,2175275075939,12141923,610.96875,-145.78125,-57.90625,1,,2018-12-03 01:58:13,2018-12-03 02:05:30
1452,SYNUEFE CQ-A B32-0,679274685713,17718240,615.03125,-402.03125,-384.46875,0,,2018-12-03 01:58:13,2018-12-03 02:05:30
1453,SYNUEFE CS-H D11-121,4168173472099,13798956,746.09375,-100.78125,-86.625,1,,2018-12-03 01:58:13,2018-12-03 02:05:30
1454,SYNUEFE CU-R C20-8,2283747938994,24252856,522.78125,-324.875,-147.75,0,,2018-12-03 01:58:13,2018-12-03 02:05:30
1455,SYNUEFE CW-V C18-6,1733186917026,6266578,19.6875,-223.625,-263.65625,1,,2018-12-03 01:58:13,2018-12-03 02:05:30
1456,SYNUEFE DD-Q D6-15,525890177339,4505594,73.25,-207.875,-455.125,1,,2018-12-03 01:58:13,2018-12-03 02:05:30
1457,SYNUEFE DJ-G B44-3,7277150676345,22996305,679.59375,-105.6875,-122.40625,1,,2018-12-03 01:58:13,2018-12-03 02:05:30
1458,SYNUEFE DK-D B46-12,27067823302025,24638788,636.3125,-53.65625,-68.8125,1,,2018-12-03 01:58:13,2018-12-03 02:05:30
1459,SYNUEFE DK-D B46-4,9475637257609,14378420,652.9375,-63.90625,-80.78125,1,,2018-12-03 01:58:13,2018-12-03 02:05:30
1460,SYNUEFE DK-P C22-35,9705787167426,11936757,711.46875,-102.6875,-89.53125,1,,2018-12-03 01:58:13,2018-12-03 02:05:30
1461,SYNUEFE DP-Z C16-19,5307337937554,15600715,457.96875,-156.3125,-340.1875,1,,2018-12-03 01:58:13,2018-12-03 02:05:30
1462,SYNUEFE DZ-Q C21-14,3933485306554,22817652,793.96875,-122.46875,-135.03125,1,,2018-12-03 01:58:13,2018-12-03 02:05:30
1463,SYNUEFE DZ-X B34-4,9472952706345,16090170,435.75,-117.625,-312.8125,1,,2018-12-03 01:58:13,2018-12-03 02:05:30
1464,SYNUEFE EA-U B50-3,7276882240945,29316774,673.78125,-106.625,25.75,1,,2018-12-03 01:58:13,2018-12-03 02:05:30
1465,SYNUEFE EC-K D9-18,629086767443,16795114,619.46875,-550.1875,-204.4375,1,,2018-12-03 01:58:13,2018-12-03 02:05:30
1466,SYNUEFE ED-I B43-8,18273609131377,10031678,791.1875,-120.625,-129.40625,1,,2018-12-03 01:58:13,2018-12-03 02:05:30
1467,SYNUEFE EF-Q D5-4,148151011635,24403373,1106.71875,-946.625,-560.875,1,,2018-12-03 01:58:13,2018-12-03 02:05:30
1468,SYNUEFE EN-H D11-106,3652777380195,10009881,785.15625,-167.0625,-75.46875,1,,2018-12-03 01:58:13,2018-12-03 02:05:30
1469,SYNUEFE EN-H D11-28,972717787491,26622393,771.78125,-145,-26.65625,1,,2018-12-03 01:58:13,2018-12-03 02:05:30
1470,SYNUEFE EN-H D11-29,1007077525859,12713140,745.6875,-115,-91.34375,1,,2018-12-03 01:58:13,2018-12-03 02:05:30
1471,SYNUEFE EN-H D11-5,182443805027,11936969,813.625,-121.28125,-90.25,1,,2018-12-03 01:58:13,2018-12-03 02:05:30
1472,SYNUEFE EN-H D11-96,3309179996515,9760904,757.125,-179.3125,-96.0625,1,,2018-12-03 01:58:13,2018-12-03 02:05:30
1473,SYNUEFE EU-Q C21-10,2833906537146,13769815,758.65625,-176.90625,-133.21875,1,,2018-12-03 01:58:13,2018-12-03 02:05:30
1474,SYNUEFE EU-Q C21-15,4208296071866,14963711,754.15625,-171.84375,-138.09375,1,,2018-12-03 01:58:13,2018-12-03 02:05:30
1475,SYNUEFE EZ-F B44-2,5077321983353,9832461,634.625,-148.46875,-112.1875,1,,2018-12-03 01:58:13,2018-12-03 02:05:30
1476,SYNUEFE FF-P C22-35,9705787134658,364080,700.03125,-129.5,-96.375,1,,2018-12-03 01:58:13,2018-12-03 02:05:34
1477,SYNUEFE FG-T C18-2,635486769826,23454401,1105.59375,-764.125,-260.25,1,,2018-12-03 01:58:13,2018-12-03 02:05:34
1478,SYNUEFE FK-P C22-2,634950456002,9669165,809.75,-104.96875,-104.5625,1,,2018-12-03 01:58:13,2018-12-03 02:05:34
1479,SYNUEFE FL-O B36-0,685984392505,23536786,1116.1875,-763,-281.375,1,,2018-12-03 01:58:13,2018-12-03 02:05:34
1480,SYNUEFE FM-T D4-32,1110139930923,3297045,705.21875,-307.96875,-607.84375,1,,2018-12-03 01:58:13,2018-12-03 02:05:34
1481,SYNUEFE FU-E B45-5,11675197252993,15975556,682.28125,-102.59375,-104.5625,1,,2018-12-03 01:58:13,2018-12-03 02:05:34
1482,SYNUEFE GI-Z B18-0,681422169249,4656391,794.65625,-395.3125,-661.03125,1,,2018-12-03 01:58:13,2018-12-03 02:05:34
1483,SYNUEFE GJ-G B44-9,20472095516025,12123546,747.84375,-109.28125,-121.65625,1,,2018-12-03 01:58:13,2018-12-03 02:05:34
1484,SYNUEFE GK-T B22-0,680348820673,6863812,708.46875,-267.25,-581.65625,1,,2018-12-03 01:58:13,2018-12-03 02:05:34
1485,SYNUEFE GQ-N C23-21,5857429361354,9440991,655.53125,-66.34375,-62.1875,1,,2018-12-03 01:58:13,2018-12-03 02:05:34
1486,SYNUEFE GT-H B43-1,2879909340529,7268858,749,-163.09375,-128.0625,1,,2018-12-03 01:58:13,2018-12-03 02:05:34
1487,SYNUEFE GV-T B50-4,9475905430961,29391071,663.46875,-127.5625,27.25,1,,2018-12-03 01:58:13,2018-12-03 02:05:34
1488,SYNUEFE HA-P C22-22,6132374311618,12035365,701.5,-168.125,-104.40625,1,,2018-12-03 01:58:13,2018-12-03 02:05:34
1489,SYNUEFE HE-G B44-5,11675733992825,9995540,726.6875,-128.9375,-112.71875,1,,2018-12-03 01:58:13,2018-12-03 02:05:34
1490,SYNUEFE HF-P C22-17,4758119027394,22128976,783.84375,-114.40625,-92.53125,1,,2018-12-03 01:58:13,2018-12-03 02:05:34
1491,SYNUEFE HL-N C23-4,1184437801674,10703794,649.9375,-114.78125,-57.0625,1,,2018-12-03 01:58:13,2018-12-03 02:05:34
1492,SYNUEFE HP-E B45-4,9476173931905,9635640,678.59375,-118.75,-94.78125,1,,2018-12-03 01:58:13,2018-12-03 02:05:34
1493,SYNUEFE HP-E B45-8,18272266954113,13991965,688.59375,-120.40625,-87.21875,1,,2018-12-03 01:58:13,2018-12-03 02:05:34
1494,SYNUEFE HT-F D12-29,1007060748651,26804203,665.78125,-131.96875,38.65625,1,,2018-12-03 01:58:13,2018-12-03 02:05:34
1495,SYNUEFE HZ-M D8-69,2381316081995,5698974,28.03125,-89.375,-338.6875,1,,2018-12-03 01:58:13,2018-12-03 02:05:34
1496,SYNUEFE IC-U C19-0,84053693098,4049634,97.84375,-220.6875,-221.9375,1,,2018-12-03 01:58:13,2018-12-03 02:05:34
1497,SYNUEFE IE-G B44-2,5078932661625,22827392,737.25,-130.28125,-111.34375,1,,2018-12-03 01:58:13,2018-12-03 02:05:34
1498,SYNUEFE IH-T D4-14,491681401131,7641335,740.625,-398.9375,-630.59375,1,,2018-12-03 01:58:13,2018-12-03 02:05:34
1499,SYNUEFE IJ-G B44-5,11676539364729,19652285,790.0625,-124.8125,-120.40625,1,,2018-12-03 01:58:13,2018-12-03 02:05:34
1500,SYNUEFE IL-N C23-15,4208161886922,485910,658.28125,-117.96875,-46.3125,1,,2018-12-03 01:58:13,2018-12-03 02:05:34
1501,SYNUEFE IL-N C23-19,5307673514698,9856385,667.40625,-120.5625,-58.8125,1,,2018-12-03 01:58:13,2018-12-03 02:05:43
1502,SYNUEFE IL-W C18-29,8056184181410,6401664,505.34375,-94.59375,-238.25,1,,2018-12-03 01:58:13,2018-12-03 02:05:43
1503,SYNUEFE IM-M B37-0,685179020609,23630844,1069.4375,-766.78125,-258.125,1,,2018-12-03 01:58:13,2018-12-03 02:05:43
1504,SYNUEFE IN-I D10-18,629120338267,27367372,770.53125,-493.03125,-170.09375,0,,2018-12-03 01:58:13,2018-12-03 02:05:43
1505,SYNUEFE IT-F D12-5,182443805035,24626186,739.46875,-140.53125,-13.375,1,,2018-12-03 01:58:13,2018-12-03 02:05:43
1506,SYNUEFE IZ-X B34-3,7275271628073,8002703,536.1875,-124.65625,-324.28125,1,,2018-12-03 01:58:13,2018-12-03 02:05:43
1507,SYNUEFE JN-R D5-22,766508976435,3195748,557.625,-372.6875,-571.5,1,,2018-12-03 01:58:13,2018-12-03 02:05:43
1508,SYNUEFE JP-E B45-4,9476710802817,13766964,724.34375,-111.09375,-103.5625,1,,2018-12-03 01:58:13,2018-12-03 02:05:43
1509,SYNUEFE JU-M D8-50,1728481036619,4650725,44.6875,-149,-326.84375,1,,2018-12-03 01:58:13,2018-12-03 02:05:43
1510,SYNUEFE JZ-F B44-8,18272803693945,721756,720.625,-163.59375,-112.90625,1,,2018-12-03 01:58:13,2018-12-03 02:05:43
1511,SYNUEFE KD-J B42-5,11677075973481,9745865,829.28125,-203.15625,-150.15625,1,,2018-12-03 01:58:13,2018-12-03 02:05:43
1512,SYNUEFE KG-W C18-16,4482771358370,6538630,501.59375,-113.5,-235.375,1,,2018-12-03 01:58:13,2018-12-03 02:05:43
1513,SYNUEFE KJ-C C15-6,1734394778242,17444527,741.84375,-319.09375,-393.8125,1,,2018-12-03 01:58:13,2018-12-03 02:05:43
1514,SYNUEFE KS-B C16-4,1183431201418,261681,22.6875,-78.4375,-354.21875,1,,2018-12-03 01:58:13,2018-12-03 02:05:43
1515,SYNUEFE KU-F B44-4,9476442170745,9711098,714.34375,-173.84375,-113.59375,1,,2018-12-03 01:58:13,2018-12-03 02:05:43
1516,SYNUEFE KX-J D9-7,251196737875,23657900,941.90625,-652.78125,-219.09375,1,,2018-12-03 01:58:13,2018-12-03 02:05:43
1517,SYNUEFE KZ-F B44-5,11676002362745,33769,747.90625,-161.21875,-109.46875,1,,2018-12-03 01:58:13,2018-12-03 02:05:43
1518,SYNUEFE LD-A C17-1,358730404498,7617732,-20.5625,-61.75,-344.0625,1,,2018-12-03 01:58:13,2018-12-03 02:05:43
1519,SYNUEFE LD-A C17-3,908486218386,7409013,-23.03125,-62.875,-339.375,1,,2018-12-03 01:58:13,2018-12-03 02:05:43
1520,SYNUEFE LH-M D7-4,148067092803,26457293,714.59375,-1104.21875,-348.40625,0,,2018-12-03 01:58:13,2018-12-03 02:05:43
1521,SYNUEFE LQ-T B50-1,2879640905137,29374908,728.5,-155.65625,19.3125,1,,2018-12-03 01:58:13,2018-12-03 02:05:43
1522,SYNUEFE LS-O B37-0,678468920641,16791757,567.8125,-533.5,-257.59375,1,,2018-12-03 01:58:13,2018-12-03 02:05:43
1523,SYNUEFE LY-I B42-2,5079737705833,9627367,814.71875,-222.78125,-151.15625,1,,2018-12-03 01:58:13,2018-12-03 02:05:43
1524,SYNUEFE MF-O A88-4,75804561918704,9278209,638.875,-41.5,-115.25,1,,2018-12-03 01:58:13,2018-12-03 02:05:43
1525,SYNUEFE MJ-O D7-14,491614325059,18647610,489.78125,-253.34375,-378.25,1,,2018-12-03 01:58:13,2018-12-03 02:05:43
1526,SYNUEFE MK-M D8-20,697672075595,6794335,2.53125,-266.9375,-307.40625,1,,2018-12-03 01:58:13,2018-12-03 02:05:46
1527,SYNUEFE MN-J D9-13,457321580883,26485728,779.8125,-804.40625,-225.9375,1,,2018-12-03 01:58:13,2018-12-03 02:05:46
1528,SYNUEFE NB-B B47-10,22669776594321,9699786,643.4375,-113.84375,-61.5625,1,,2018-12-03 01:58:13,2018-12-03 02:05:46
1529,SYNUEFE NH-R B38-5,11671439222089,9571432,395.375,-81.15625,-242.25,1,,2018-12-03 01:58:13,2018-12-03 02:05:46
1530,SYNUEFE NJ-O D7-11,388551887171,7615606,495.90625,-249.375,-395.875,1,,2018-12-03 01:58:13,2018-12-03 02:05:46
1531,SYNUEFE NJ-O D7-26,903947962691,5714216,495.1875,-234.34375,-375.96875,1,,2018-12-03 01:58:13,2018-12-03 02:05:46
1532,SYNUEFE NJ-O D7-29,1007027177795,18222238,496.59375,-262.28125,-375.125,1,,2018-12-03 01:58:13,2018-12-03 02:05:46
